"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Cuba","CUB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","653.232914785024","779.559053303617","901.371798380137","1088.45390699409","1224.42303889207","1380.25060109523","1444.80179812139","1474.48163039134","1837.50231940749","2003.05435224599","2024.66004029324","2038.6300959303","2111.05239794964","2227.90562486459","2399.84446616751","2273.18414947214","2382.60890509978","2455.20916432815","2645.49087034383","2576.97472685121","2706.9757422145","2280.33593070797","2057.68296881818","2072.16741914613","2621.8242386707","2790.17822057177","2282.39588615043","2303.06402858262","2326.11222110386","2553.06975962289","2741.11054194091","2832.18889268909","2994.33998829381","3192.6693781217","3390.71625563673","3779.05706959956","4669.06091614789","5184.49422741447","5376.4476221145","5484.77630011197","5676.14140269906","6075.92430626005","6425.94111866075","6760.15343974549","7050.49324868243","7602.27866814548","7961.8458795073","8433.09269880212","",
"Curacao","CUW","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47632.1961027016","64103.2148101692","","","","","","","","","","","","",
"Cyprus","CYP","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","976.33424476934","1157.41164807939","1476.27154273967","1929.40360692052","2559.25967546587","4232.02293870659","4033.24047772902","4122.78449894301","4091.04849762666","4258.74358947914","4488.28700259453","5642.63147635102","6690.57797489323","7645.62976711711","8038.91424224167","9641.57527301293","9696.09959332362","11310.0719239521","10526.1417696747","11617.6927784249","15098.0060165358","14969.4227910669","14303.5385705316","15247.2932885008","15457.6443640866","14672.882058494","15062.9243346608","16372.291519199","20293.4078913924","23932.4912772329","25324.4866558737","27169.9925579717","31386.6326506534","35390.7048833763","32105.8159000782","30818.4639574235","32233.8394246573","28984.9148053503","27942.3166728809","27400.802986104","23212.2247018375","23666.9735713776","25233.570984591","",
"Czech Republic","CZE","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3917.15984010204","2878.71928306369","3352.03416144651","3931.74446274757","4601.95231248673","5788.15073679709","6493.86334640108","5996.83381043982","6458.90450104404","6307.69800377791","6011.61522035701","6609.20552986054","8032.89661245767","9773.11750251281","11685.8872407234","13346.1763898857","15183.6360541375","18373.6489976913","22698.8539572605","19741.5976279826","19808.0710912518","21717.4579392202","19729.8705111763","19916.0193873722","19744.5586092159","17715.6168523009","18483.7164797716","20368.1385576071","",
"Germany","DEU","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","2750.71974235504","3180.05592702963","3795.56608060014","5027.66030875905","5617.74172094103","6212.76312670789","6609.75339228261","7653.88471144611","9446.16678520783","11238.3406747631","12092.3818542945","10170.4462754224","9876.22823170597","9827.02240932529","9277.932299307","9393.89169050237","13410.8971003707","16614.4101036952","17863.4378971386","17697.1635135694","22219.5725271486","23269.3817972445","26333.537444515","25488.5195189314","27087.5584535617","31729.6997633451","30564.2478058387","27045.7191273318","27340.6728848884","26795.9911316814","23718.746699471","23687.3168928198","25205.164445175","30359.9521525666","34165.9340305131","34696.62091671","36447.8723183195","41814.8190965222","45699.1983232962","41732.707253158","41785.556912554","46810.3279588057","44065.2489082767","46530.9114275776","48042.5634346518","41323.921502169","42232.5742082948","44469.9090607244","",
"Djibouti","DJI","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","801.172727261608","","761.470312414935","748.195249198534","725.742532069468","766.1409545474","762.011321733064","777.262329602146","753.520188893783","790.032265170134","789.551769053208","767.46692890957","760.531447774996","755.596241765878","765.720488241375","768.17607674712","781.232219551995","792.154120027978","819.974117984813","864.184720607284","904.729748876566","965.669377892257","1047.58689638521","1214.07711829591","1253.65743119943","1325.99072352076","1430.98689832546","1536.15068518041","1477.36304247321","1595.1463648488","1761.6101575859","1872.23462294105","1927.58970569415","",
"Dominica","DMA","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","624.878388898223","769.5134230699","734.30442294146","966.681537739774","1089.31862170628","1191.00141900581","1319.9886481261","1470.86185359359","1622.58372096415","1850.89980853843","2098.5042758663","2385.02110443079","2598.70922999022","2839.9843498858","3102.16004943709","3297.98871719402","3447.9369834657","3704.14115515204","3846.57196710218","4108.31400660623","4282.35106900322","4586.85235242356","4745.99087306696","4785.99358299685","4883.09278131296","4771.92921037444","4897.93084425929","5217.45280710313","5157.44791756798","5511.46282356474","5939.05358494506","6446.66383185391","6866.22489903457","6912.43571398947","6986.04668697253","6745.84975848093","6933.41364845508","7193.66811093706","7392.23458443819","7824.92177667789","6719.33716604667","",
"Denmark","DNK","GDP per capita (current US$)","NY.GDP.PCAP.CD","1364.51716017255","1503.53701342816","1681.0299129876","1775.37038468789","2013.24307693268","2243.93159483536","2443.2597913502","2644.7866468916","2712.61240033933","3068.23674114413","3464.45699527623","3845.49615869923","4654.30533592887","6119.37265801991","6770.73392957193","7999.11153176832","8787.58091677434","9783.84085831334","11826.0035497522","13752.0064147251","13883.8996463609","12081.7895373984","11804.4331928655","11857.9021207038","11562.913486507","12253.0955451375","17201.0828270017","21340.7140617334","22527.0471030545","21901.0575177777","26891.4416399373","27011.3858910492","29569.6545261635","27597.971483378","29995.5652189509","35351.3807065346","35650.7243420099","32835.9287666102","33368.1548509045","33440.8016200638","30743.5591735847","30751.6494603843","33228.6929087101","40458.7706402839","46511.6045710347","48799.8203703247","52026.9931124155","58487.0450116405","64322.0666441526","58163.2935943068","58041.4112245601","61753.6600721804","58507.5002096272","61191.1926260428","62548.9850174371","53012.9965835008","53578.7565680928","56307.5082995258","",
"Dominican Republic","DOM","GDP per capita (current US$)","NY.GDP.PCAP.CD","204.126025108362","192.026654148682","234.034347756695","258.558967830732","272.914291705384","228.953829749716","245.890475149168","250.853977434293","253.904388797713","281.189400313616","329.882832191235","359.848623894812","417.526797640472","479.564514189367","582.869954674525","698.882607256208","748.287687121631","847.600596097648","854.042659199927","968.792608648696","1163.88137646923","1272.17703909976","1360.03369074919","1483.6383202381","1825.37488357213","777.424085972163","923.890336774282","861.391128236988","778.512084399057","949.40407104833","984.691417160179","1328.80482422146","1520.54546269739","1718.59719515231","1891.41484755509","2103.11577053964","2271.94359543258","2452.13174361662","2612.28868786511","2626.32647259944","2838.5133349557","2943.4219360953","3098.05170491001","2413.41013323558","2492.86822575889","3910.01777439852","4067.33291727245","4647.31035906985","5011.03793729372","4952.67750344452","5453.92686069139","5765.49645330522","5973.22293666431","6094.73490421055","6348.83776943483","6534.90855499375","6793.53812543935","7052.25883896858","",
"Algeria","DZA","GDP per capita (current US$)","NY.GDP.PCAP.CD","244.824806483632","213.485905063471","171.209809463866","225.530596175825","236.610189565084","248.37814358709","234.188908344417","252.418252162025","280.268288209403","300.981825658516","334.259527686164","339.384049071749","439.731123857229","551.434441695138","813.049902670207","931.105517329","1031.30313516839","1185.51063534845","1447.6180205344","1771.965548606","2189.77667951046","2223.69734407236","2197.11050017923","2298.88380549028","2452.66463175613","2567.49590456016","2740.65472375228","2790.47391888994","2402.82562714757","2202.55809013399","2394.42038015197","1721.57869577876","1766.05467841426","1797.52356051118","1499.97150457383","1444.90803609489","1596.02986731002","1612.00930288912","1588.48144916691","1581.00456398017","1757.01779715994","1732.85797888376","1774.0336730152","2094.33550572581","2598.90802346666","3100.12237758677","3464.61007870202","3935.18334285931","4905.25486576261","3868.83123040908","4463.39467488951","5432.41331978116","5565.13452104848","5471.12338878709","5466.42577841535","4162.8521805562","3943.49754982175","4055.24721109629","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (current US$)","NY.GDP.PCAP.CD","89.774580862118","78.8434971868093","71.2986055136592","75.278063429906","85.1824984268426","96.9789268325095","103.261527109489","97.4777468390965","95.8264876276553","104.709326268815","113.57451670912","118.864145325371","131.520252257064","161.732515356588","178.530294877466","196.851150455398","196.326283892987","223.262675675076","212.763740058084","242.599080950256","275.683497421718","289.639576748754","298.84916053715","308.360008186429","329.494329399274","355.347014065747","348.435050903414","338.163294819642","368.594304804961","391.773888825348","413.206395063086","441.703838265089","488.104182197505","528.79045313311","627.877492074105","765.279428003477","868.365616331411","888.82692956369","805.474287911389","876.733373722294","955.518252121759","1007.15082711951","1104.84476598226","1240.02218944342","1426.39325523281","1639.19254813792","1959.12644788567","2459.42429352552","3091.04606794975","3328.86794437914","4008.91201168156","4865.8563020468","5389.26972061724","5905.25602580207","6303.61498827963","6510.6048900711","6579.02158768136","7126.3850769667","",
"Early-demographic dividend","EAR","GDP per capita (current US$)","NY.GDP.PCAP.CD","155.454885282453","152.553771545596","153.867328226218","159.231827318637","178.44645671928","188.934779746708","181.976235874052","186.614296387784","197.216773639832","214.88374313928","223.030006154131","234.873435343122","251.910900979847","314.326916152753","430.096474595591","450.057453800103","479.087616382688","522.573261389833","565.009623095893","670.763655416162","813.607975747759","886.477135730219","824.018630331739","808.807725625092","787.448575260389","787.216231722286","776.289381846378","763.103849310563","795.893402540237","793.784100210896","893.193415019525","926.481502404195","995.514867805228","1068.37527130097","1097.63525911169","1105.08513430606","1180.28033470064","1238.28605756229","1200.91238275452","1247.59905195967","1329.12434746824","1293.14955763397","1234.28830070601","1349.87185391777","1542.6783537924","1769.15720632367","1993.07261898382","2329.33254899537","2585.53594335234","2449.69102309216","2931.11646657683","3244.48882943794","3351.45203516929","3364.23482501824","3430.19455275031","3281.29608229046","3304.82518740775","3513.22085198666","",
"East Asia & Pacific","EAS","GDP per capita (current US$)","NY.GDP.PCAP.CD","147.368458687627","147.288865836393","148.639651430259","161.921540138375","181.776600476683","197.747484281287","215.419959331711","227.765254038475","244.950831187869","274.800145435272","316.03279553948","342.359834383306","415.035367103425","535.036186745073","602.790076920381","647.578950441601","700.062323512416","821.695815518692","1021.52136804281","1092.26194522657","1163.18502848128","1263.02283191586","1217.9362144122","1275.79190893533","1346.40381576583","1399.72312586112","1800.85401317283","2080.57662290857","2463.34986411247","2525.36400213275","2598.1220687969","2892.05398450695","3118.61687127362","3444.71976988529","3805.08908797902","4272.14723337908","4068.15387193707","3849.1870372536","3414.58530021213","3774.76972719011","4045.07534642872","3728.80267923433","3756.36103284549","4096.93698594698","4559.67391642579","4829.31203796431","5084.35277429483","5647.05403518713","6476.44806728944","6628.14436236653","7676.52058872366","8842.71785534617","9401.26932473459","9445.93245327496","9663.42318681738","9546.30467221116","9793.04901500789","10368.4839109101","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2293.25699989073","2421.04122640076","2323.93021557898","2130.1411928882","2086.18710541807","1808.32077125567","1928.38769730934","1950.75647635719","2030.61067509399","1902.75648921959","1597.56386207847","1777.95614268249","1767.21968059272","2023.29639356791","2554.35450180018","3377.73077407411","4276.01655361096","5242.45169244626","6775.45418194989","8365.9568432228","6546.59225393733","7759.08216570135","9539.70687269538","10048.7974829807","10620.7407273628","9851.28311742169","7485.56528310082","7125.25095685649","7947.07977584175","",
"Europe & Central Asia","ECS","GDP per capita (current US$)","NY.GDP.PCAP.CD","648.875807006863","682.80939715916","737.792815118335","804.125868688736","880.387107286954","947.569282631052","1019.72335455778","1087.16548876716","1124.04508539439","1223.71382139967","1365.03960329585","1527.70269339559","1815.38472190434","2287.29813975398","2564.67080010003","2974.18414320519","3069.49323850233","3455.16265723721","4189.16824303508","5090.96679568458","5727.23707065776","5063.80804216055","4850.71609879632","4679.07347025209","4470.84944010605","4599.42266002323","6239.02519725842","7662.25414099016","8477.33656648728","8612.15911611911","10480.5373399964","10770.346300861","11503.8674587914","10533.1242860322","10991.460028166","12654.2582932508","12900.5844074477","12220.1441265886","12506.5218790358","12346.9447800218","11618.6144492949","11714.0030363719","12792.0239099744","15540.4938872352","18062.0533183015","19182.2205747752","20701.3451021103","24104.7755442538","26352.5679001987","23087.377811889","23532.2980393842","26013.1392869433","24973.0569328258","25978.7967827096","26197.3138320991","22452.3994830736","22248.7985966167","23422.194367524","",
"Ecuador","ECU","GDP per capita (current US$)","NY.GDP.PCAP.CD","455.272811083107","375.006049296816","315.446274739402","368.276710123797","440.074703459645","454.665552428761","449.399014890535","458.780082888583","450.571130321367","527.499764536255","471.385993013935","440.757399263268","495.587254558634","588.597246538126","970.735429464192","1106.51847832901","1266.39072502235","1495.25314622524","1574.55978969782","1823.72299491273","2241.79000580815","2665.31224963865","2374.59740860884","1993.03494049632","1916.70358595548","1895.76988737014","1651.49350031825","1467.30246214325","1340.14279568803","1392.23251839129","1491.40168162039","1623.98924648946","1690.1551411098","1729.37339286403","2028.19773400802","2135.63281191362","2159.1508142907","2361.59912433603","2300.40788354002","1584.46344346497","1451.2907755099","1903.7415713596","2183.96679635803","2440.46890497314","2708.55789200118","3021.94254731609","3350.78654130881","3590.71808551266","4274.95206457671","4255.56570141121","4657.3023611471","5223.35176320248","5702.10431276527","6074.09082895834","6396.63048339218","6150.15595531519","6099.31530342138","6273.48889235625","",
"Egypt, Arab Rep.","EGY","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","160.275725817359","166.511122221763","172.296080431704","177.733078400902","190.679731831677","229.473771780175","240.057765496996","253.5782526274","269.379976658736","240.826625082571","296.832380447242","332.160379512683","351.012515064032","352.620538439574","418.812133726969","519.567944327705","489.557531957049","596.278546779665","650.625668484793","695.148725243042","777.880966423418","799.367256305835","762.36087274214","641.280640730892","709.850592893433","748.602267154305","636.362818440721","697.186854789195","760.149728316513","830.424269566597","944.201911644478","1041.52344796082","1185.71812129932","1258.99755190444","1321.79971340063","1428.18300429537","1370.71743795049","1210.22924881689","1120.87492840669","1045.94320837548","1168.11523067913","1375.19631599113","1640.47606839651","2011.24615406866","2291.66706219766","2602.47954869567","2747.48032671166","3181.44170830415","3213.38915790942","3327.75424726108","3547.71301183827","3479.28124621174","2412.72708185213","",
"Euro area","EMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","924.960015487538","1008.90239634951","1109.26346696139","1232.78259602997","1358.65663196549","1469.35962473187","1589.18578352547","1714.27482925562","1825.76536070366","2003.62399466415","2230.2419352821","2513.53388607029","3015.51782172284","3889.03503913252","4384.37605147893","5057.39342663072","5254.29768519115","5953.05883595056","7261.30004083289","8761.45492833774","9772.04239192775","8461.20080241322","8169.8283081613","7954.18386494352","7616.96717825101","7810.53989657757","10933.6156375152","13484.8381353959","14780.083896012","15031.6919923106","18829.0204141064","19502.7740439248","21416.1023072032","19533.5857299748","20572.180288731","23683.6377189855","23911.1414960544","21809.6731363856","22363.9946783569","22206.5612964597","20170.3112341256","20423.9770705235","22114.1761117336","27138.0188378593","30957.980391794","31965.4629555132","33782.0923416991","38700.3860108971","42220.0445484201","38480.9224407733","37605.1459892063","40610.71931422","37604.5858449282","39111.4494919349","39823.5057751243","34362.6450647405","35039.4154794551","36870.1755319339","",
"Eritrea","ERI","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152.986726546993","150.973094230453","172.321547242426","187.050447889575","222.545445913372","217.150929235972","231.226610235343","208.620974680709","208.196948652283","215.139210251802","201.768798115624","232.794545914417","287.422224311551","276.750809646129","297.828058802925","317.329433586554","326.082564151512","430.754449938105","482.1490904235","582.775530237486","","","","","","","",
"Spain","ESP","GDP per capita (current US$)","NY.GDP.PCAP.CD","396.392253337614","450.053289246968","520.206131380005","609.487384056513","675.241639141208","774.761609330096","889.659872011529","968.306781765983","950.545740593734","1077.67869994591","1208.99666177967","1358.46574675823","1704.16736135942","2241.44884652705","2742.45558456316","3201.11920134726","3270.4057286651","3617.73775898058","4344.60670616576","5754.54218342253","6191.71494503494","5356.57783180787","5145.69438355757","4466.33626393781","4477.79372409881","4686.89106924257","6495.81199668535","8217.23425682112","9676.76925240962","10652.957971473","13767.3814721712","14771.6723020292","16068.4267214444","13303.6761311749","13378.8498420644","15429.9394216199","16069.2070854158","14696.2161077085","15340.3321141928","15678.2152345407","14676.7060880231","15323.6113977547","17019.5354136605","21495.7074076474","24918.6458419994","26510.7174533426","28482.6094833461","32709.4010383771","35579.3099338804","32334.0054777912","30736.6278530812","31835.2888008408","28563.8590381915","29211.7737455935","29623.1644451343","25789.5195481476","26616.757796551","28156.8158362352","",
"Estonia","EST","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3044.3837091108","3352.73374088891","3619.94549568011","4052.29227059027","4119.34739390814","4070.03282698714","4498.95702743146","5308.34778059328","7174.23741473369","8850.46511484791","10338.3132235799","12595.4106486304","16586.4052048847","18094.5480527831","14726.3182780587","14638.6048173457","17454.8434246435","17421.8902227378","19072.2385175669","19949.5813766971","17155.8741759995","17736.8026953521","19704.655040239","",
"Ethiopia","ETH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","202.791937550603","207.547986283695","223.78720692575","204.872166216525","232.371587736206","233.818380392866","242.045160107665","242.787327748671","247.026547505041","253.192948378398","270.244393472698","203.164502241593","164.958436330469","124.983045437426","133.728853871291","144.5003523721","140.861125737824","124.505623231545","119.134081818777","123.876205729993","120.17892791115","111.363435555958","118.873446581632","135.762385796471","161.626624773078","193.794905642516","243.302682246946","325.382554265056","379.756638540888","341.309909200504","354.846354368724","468.506724907536","502.153588732071","571.162275886001","645.465006707765","712.877949961138","767.563477815809","",
"European Union","EUU","GDP per capita (current US$)","NY.GDP.PCAP.CD","876.753840383997","946.442021305461","1024.82589849915","1118.98693484016","1229.32701742209","1327.74123807147","1428.36578976101","1523.80139468382","1573.26660603069","1716.92606725571","1933.6798936658","2175.72634631476","2588.27910606425","3266.70667619786","3651.17221817325","4234.13589794579","4365.00450524195","4922.90082696489","6009.25189967066","7310.4552289867","8309.84841374511","7325.73357198716","7031.03325582962","6799.2981508441","6513.87270221591","6715.83871412446","9183.30892045878","11329.6858272889","12597.6518803254","12819.4332332614","15842.9357004245","16408.8079492567","17825.1076560549","16196.2565761444","17157.3478096295","19860.2150268822","20273.9971823605","19102.2767560189","19726.2559055985","19656.1425977841","18243.4419888099","18406.9780577135","20017.4497801522","24277.6906147445","27922.0908654945","29092.3097085991","30921.9935718912","35593.2859769751","38136.0768507868","33979.5964202084","33676.0469373311","36406.7316614157","34234.0280115119","35586.5679729863","36670.8222950305","32206.6976079709","32263.5385157776","33723.2706025215","",
"Fragile and conflict affected situations","FCS","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","644.416497157458","576.802871310487","540.432490823323","598.220807114637","676.819111044919","801.758024679008","925.414075506513","1110.05573921115","1401.04537676658","1279.55041044161","1487.45647743774","1596.31128735085","1795.56209487696","1828.86131638411","1806.31888394979","1602.64182261954","1495.68329401763","1608.79865815762","",
"Finland","FIN","GDP per capita (current US$)","NY.GDP.PCAP.CD","1179.35301099994","1327.427224366","1411.70239818044","1522.3192420995","1707.50393824701","1882.08685764849","2010.21345619725","2034.18904965478","1907.07727217667","2178.03525044982","2467.47634653616","2718.20755188138","3180.00587263802","4176.27276078757","5301.54277799545","6260.19127850933","6744.69698199575","7074.35652980497","7634.48240766645","9339.17707570089","11232.274564422","10934.5680935815","10945.2773406605","10505.8336621689","10841.5671289286","11405.9336506035","14962.2553603914","18580.6586479255","22056.7017537988","23983.8457535829","28380.548911275","25503.2152090109","22337.4871236912","17617.0304386654","20305.5835495475","26273.4659031066","25777.6412996396","24676.4970769622","25989.407503518","26178.7917845508","24253.2504245786","24913.2445163584","26834.0262501804","32816.160880214","37636.1117341753","38969.171631813","41120.6765061581","48288.5490978186","53401.3148725198","47107.1557090705","46202.4151628454","50790.7241454802","47415.5598711351","49638.0771298139","49914.6186421589","42424.2208075022","43433.032224358","45703.327865074","",
"Fiji","FJI","GDP per capita (current US$)","NY.GDP.PCAP.CD","285.542500528956","287.329143899976","291.539706762499","296.772935442722","310.872996932687","317.072947341209","316.179586827145","333.309188038613","334.647453025916","357.459448696122","422.413510435661","466.04375785837","583.349930118831","768.738455488428","987.976170176364","1186.7398794869","1182.17662670009","1202.71176384586","1360.87026207505","1640.67832899456","1893.04666537564","1898.59488932517","1786.91861396688","1638.63732716486","1681.97401592003","1603.58671449838","1795.60532744379","1632.07342405604","1535.41406263405","1632.13829134345","1834.98957249382","1881.56990144396","2057.4066903132","2166.05272574465","2383.91514603296","2540.75151834037","2714.25349969388","2641.06474940782","2070.16584662914","2408.16546581581","2076.01330767665","2038.89172875457","2259.05579575103","2835.97397188993","3332.91853272002","3658.63083239231","3749.93981348645","4078.8232700144","4177.65778874269","3369.40824665782","3651.96678405546","4353.12139240993","4546.73850445133","4763.06895557778","5061.39757456886","4889.46145369562","5197.50913987692","5589.38883340896","",
"France","FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","1338.29960630568","1440.55433032888","1585.91726742846","1752.96440283546","1919.26671770559","2042.24038372783","2189.67088787159","2346.36295154832","2532.3147484766","2725.21764331867","2853.00449601999","3162.44824648801","3842.46817654656","4948.04681738459","5299.54657487437","6650.96896633976","6826.344825472","7491.71034481659","9221.59276728959","11136.3416439531","12672.1812450251","11073.9062314899","10470.6598900582","9969.84023714462","9397.49518781027","9739.09205651748","13503.1410163773","16251.4126352779","17615.9914569701","17620.5602038477","21690.6291168529","21675.0642485493","23813.7118417151","22380.1039619355","23496.5233222666","26890.2198804535","26871.8290189054","24228.9423508964","24974.2721990005","24673.1989691744","22364.0293943406","22433.5557141945","24177.3351674642","29568.385949668","33741.2651469175","34760.1877663866","36443.6234414411","41508.4326882318","45334.1109147277","41575.4161783031","40638.33400426","43790.7353990492","40874.715955798","42592.9515190701","43008.6525700318","36613.3752159613","36870.2191344563","38476.6586361575","",
"Faroe Islands","FRO","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23737.4167662171","23982.8806710129","22479.578988392","24300.3785998986","26553.7465597833","30993.0770616633","34979.0816995871","35847.4535649984","40719.5750317748","47024.2296980726","49773.1668730863","46521.5017134755","47397.9029229641","50789.0486039991","48421.8030715067","53612.8250038773","57543.6690591516","50581.9684915586","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1320.06247056199","","","1275.86755810252","1296.37858253721","1355.12546049271","1436.90682424461","1528.0646936085","1682.20326116661","1756.18510447379","1908.90372736544","1909.35063220721","2065.00427684183","2019.91526988112","1906.88005751046","2029.28915907537","2046.63964532166","2170.9202099933","2240.02146223114","2257.77366497481","2296.26085979629","2252.80313763758","2355.5444649516","2397.45183755346","2441.50155122861","2516.01868335918","2693.02327818392","2861.77134805435","3000.94811922527","3150.91060162507","3047.58442460126","3057.24558957843","3018.00867541869","3143.74910660682","3187.55684832866","",
"Gabon","GAB","GDP per capita (current US$)","NY.GDP.PCAP.CD","283.400464698401","332.504720423383","358.560975155092","299.22664570875","411.768584816698","425.295037261419","453.131710983256","490.307698089939","520.379245050233","550.28593454682","548.708013449902","634.315122635534","702.156594556068","1157.15081805341","2425.3584190638","3320.82469356967","4533.81437983733","4138.85781449659","3439.42595013375","4258.76398755878","5869.27944913435","5166.31392323142","4717.98168421551","4309.04665020601","4407.28435350794","4023.58163245059","3990.07088120195","3742.6565366148","4253.66836652952","4517.92797651787","6251.01738462095","5523.19865402706","5566.36253730205","4244.91333142449","3958.59618597191","4565.58049891284","5111.37433130314","4663.14010648105","3827.97579270855","3883.32518819735","4116.46069260227","3976.10488749697","4102.5527104335","4892.01161776848","5685.57773573676","6826.88054459085","7141.54916678737","8352.81710056754","10094.0274577256","7603.66022253846","8754.11337590957","10716.2025830862","9774.18101733614","9679.75891440111","9692.18212474344","7448.71568517725","7078.72954034874","7413.79520698305","",
"United Kingdom","GBR","GDP per capita (current US$)","NY.GDP.PCAP.CD","1380.30624126257","1452.54470901356","1513.65144854926","1592.61447661562","1729.39997803568","1850.95476855498","1959.62782962126","2023.62756371118","1896.38674860735","2032.34700964503","2347.54431773747","2649.80151387223","3030.43251411977","3426.27622050378","3665.8627976419","4299.74561799284","4138.16778761535","4681.43993173038","5976.93816899991","7804.76208051155","10032.062080015","9599.30622221965","9146.07735701852","8691.51881306514","8179.19444064991","8652.21654247593","10611.112210096","13118.586534629","15987.1680775688","16239.2821960944","19095.4669984608","19900.7266505069","20487.1707852878","18389.0195675099","19709.2380983653","23013.4588199274","24219.6228487767","26621.4800592777","28014.8946994953","28383.6689052533","27982.3557635787","27427.58750236","29785.986287584","34173.9799764342","39983.9846746653","41732.640540022","44252.3158234429","50134.3160971463","46767.5922156593","38262.1821338364","38893.0184937365","41412.3492395708","41790.7791407408","42724.0678844007","46783.4692171284","44305.5546320834","40412.0336199885","39720.4434267836","",
"Georgia","GEO","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1614.6401223992","1314.67067020404","757.223548505358","550.015542609224","517.087087940892","569.018138143296","670.461106000207","774.680210871008","805.272688039963","628.86565693986","691.997706708771","733.97039758239","779.375679818386","927.989195800854","1207.38818217109","1530.03509427462","1872.67933213551","2492.12877843808","3174.94900129056","2706.58851085202","2964.47704071102","3725.06321868572","4142.86917588096","4274.37686483969","4429.6500748497","3764.64091570019","3865.78569331828","4057.28608116205","",
"Ghana","GHA","GDP per capita (current US$)","NY.GDP.PCAP.CD","182.979182688271","189.713371496055","195.119979449394","210.968968670441","230.431189173094","266.31863339209","269.459223019954","216.841412637453","202.761964608892","233.651332886606","257.651951897601","273.822697933231","232.539876614788","263.685956000573","301.366801400563","285.829523991706","275.877883161457","312.999313184791","353.708874276899","381.036194796641","411.517931241026","379.797772539529","351.319390486047","341.087213697127","358.396817216076","354.219989562527","437.078240961187","376.431800360644","375.181224942401","368.962396622874","402.588881075877","438.614319295968","414.767340782619","375.320435310275","333.404939191467","385.737319531663","403.534440531875","391.355679971482","414.768460995329","417.767990728979","263.112467866077","273.659666846788","309.484470257043","373.281553685955","423.193638915765","498.172390362402","922.953749658833","1090.68671771468","1224.40155350237","1086.76503836319","1312.60755731025","1574.97865331211","1629.80022222505","2401.75412162092","1987.98336285419","1783.06108712576","1950.23437670724","2046.10998628582","",
"Gibraltar","GIB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","367.624383773277","379.363468588284","429.225276743103","421.447936981274","441.412793264943","472.973793640238","485.974849103036","457.762848750864","448.44756423014","469.27610142223","475.746391897197","453.801150958948","421.998203404557","399.973964366999","340.051691750487","315.839800323726","322.811170974089","370.193178116151","386.328828253397","303.42449798582","427.0657265294","622.173656837936","674.618178745762","636.279956848232","634.923105379227","614.864766212896","677.043499251686","726.089394240361","743.591287839295","727.302519007954","701.388642312075","823.493715477397","",
