alloc_strategy,median,mean,ci_lower,ci_upper
allDistrict,25.873518955502327,25.87234993150813,25.843723326622428,25.893463583683577
hrDistrict2,35.037308192877205,34.957268741539075,34.15131215971663,35.964456358360806
hrDistrict2Incid,35.087696884135525,35.01540465235237,34.234738785930546,36.0216899558002
optimumDistrict,39.96396360420357,39.543347578830904,37.229093520161314,40.990942783600445
optimumDistrictIncid,47.041760622399764,46.860851437838356,45.67242122467236,47.91247728742706
optimumSan,6.270074383191609,6.22038207525533,5.902027035527846,6.407448053060582
optimumWash,11.276743309172506,11.195845133216325,10.733170171919896,11.474358643194352
optimumWat,15.504013069784708,15.483431487469959,15.221850474492607,15.739691370067355
