alloc_strategy,median,mean,ci_lower,ci_upper
allDistrict,1.8090901260148224,1.8090095020123704,1.8070134738929249,1.8104856456697456
hrDistrict2,13.429840061679853,13.403089259678845,13.098588006724539,13.782543659702181
hrDistrict2Incid,13.456177052047494,13.431258543593636,13.13678298229305,13.808580172134922
optimumDistrict,15.334147402256873,15.152444840339355,14.260977650319223,15.700679975555508
optimumDistrictIncid,18.077074360881095,18.01699072041605,17.585043383173694,18.416791334288593
optimumSan,2.4138019759351534,2.395917815474522,2.2751904149449613,2.464985340349674
optimumWash,4.34171623899178,4.313287074582352,4.142802093009372,4.41727632162313
optimumWat,5.9467074929625685,5.939523637620658,5.839373955746152,6.03664282501117
