alloc_strategy,median,mean,ci_lower,ci_upper
allDistrict,2.7327050380352462,2.732581816848525,2.7295530248941264,2.7348118742795617
hrDistrict2,17.170905114829015,17.173077732301827,16.87934553466441,17.494049395955255
hrDistrict2Incid,17.223527993875095,17.226227693494714,16.940558309537664,17.539364433429796
optimumDistrict,21.53508175865719,21.464358732322154,20.663383576106366,22.180948205196835
optimumDistrictIncid,23.903004743991787,23.943899346724013,23.616101146102842,24.439399644280517
optimumSan,3.478354248235787,3.441648287948608,3.264149370426835,3.5454153774204147
optimumWash,5.861049893150552,5.8567556131946,5.729457217815805,5.989938897218153
optimumWat,7.844954677296446,7.855627979234508,7.709407562786148,8.045493948828865
