alloc_strategy,mean_costper,median_costper,q025_costper,q975_costper,plot_alloc_strategy
allDistrict,47195.519703133206,26790.53804912124,11961.629387248428,125963.81557381306,untargeted
hrDistrict2,7756.898502214126,4157.7667031239325,1952.2868352364076,20934.883869078534,case-logistics optimized
hrDistrict2Incid,7767.979333338536,4365.2778474067745,1947.2198831694816,20881.09311426176,rate-logistics optimized
optimumDistrict,6252.293105149358,3364.1848659690313,1521.6966398446034,16940.292305211417,case optimized
optimumDistrictIncid,5674.00934723984,3038.4649384927266,1405.3583300261646,15475.637553142153,rate optimized
optimumSan,48635.70970178971,26776.631701124697,11923.958688366465,136336.9557017906,sanitation optimized
optimumWash,24452.851365197286,13266.826478279416,6102.307896631947,67274.21231054465,watsan optimized
optimumWat,17005.834187153145,9013.093141231382,4315.510724048075,45615.01211688236,water optimized
