alloc_strategy,median,mean,ci_lower,ci_upper
allDistrict,2.7327050380352462,2.732581816848525,2.7295530248941264,2.7348118742795617
hrDistrict2,16.94453494317069,17.02068558668974,16.583543181133898,17.545313108076037
hrDistrict2Incid,16.963637249126638,17.024793992431295,16.575652862084553,17.53080706443102
optimumDistrict,20.394047435147478,20.517869510306053,20.070203282593287,21.14084554042441
optimumDistrictIncid,23.272406549191885,23.346652479816395,22.978908164425352,23.93136466968797
optimumSan,3.6457085155388818,3.6194490380122337,3.4641555728856104,3.7186806429982155
optimumWash,5.860430387016169,5.83455323036251,5.667876721686686,5.951384245507552
optimumWat,8.064175663496828,8.090206008748966,7.9452194729266274,8.328177059827771
