alloc_strategy,mean_costper,median_costper,q025_costper,q975_costper,plot_alloc_strategy
allDistrict,16168.733695404837,18665.14784783378,9110.012407506736,20779.700825264048,untargeted
hrDistrict2,1899.8975857206754,2191.6710533276146,1057.4543505266122,2473.5758500603624,case-logistics optimized
hrDistrict2Incid,1891.7826286727568,2182.237890622876,1053.39561521775,2463.1079511226844,rate-logistics optimized
optimumDistrict,1712.5465812687453,1955.7783578840422,951.0334520828944,2284.35151076951,case optimized
optimumDistrictIncid,1466.4205726825558,1694.8235583299797,821.3331933990911,1894.276154193476,rate optimized
optimumSan,13203.463164051505,15055.657363656694,7276.938696598124,17773.512400785254,sanitation optimized
optimumWash,6516.743554917548,7462.7843297768395,3588.4767429016424,8726.61663882146,watsan optimized
optimumWat,4293.373841695525,4957.050416739209,2411.6347112461053,5543.46660449147,water optimized
