alloc_strategy,median,mean,ci_lower,ci_upper
allDistrict,2.7238689162072935,2.7237461125798506,2.7207272495453427,2.7259689625273023
hrDistrict2,25.25506184458824,25.1910474320627,24.594717901796283,25.904716263850734
hrDistrict2Incid,25.305524501992128,25.239546242283023,24.657395298751233,25.953204134662524
optimumDistrict,28.65062488017834,28.332093719172956,26.679667395300267,29.364801387710923
optimumDistrictIncid,34.01874371893342,33.89367692864942,33.02803875957762,34.68018364298486
optimumSan,4.523529413645063,4.4904321977556885,4.273967984069665,4.616560916142961
optimumWash,8.138853004546888,8.084318882333505,7.761527537532999,8.277330014835682
optimumWat,11.217155250651576,11.201164146462045,11.00963098743251,11.38195601988058
