alloc_strategy,median,mean,ci_lower,ci_upper
allDistrict,2.7327050380352462,2.732581816848525,2.7295530248941264,2.7348118742795617
hrDistrict2,28.528174413760844,28.37489218985081,27.49652952089975,29.22562524955273
hrDistrict2Incid,28.794435526857676,28.6560879485403,27.773046905756434,29.519523222274966
optimumDistrict,30.27573785729774,30.050685214480477,28.442942675061126,31.088303638416402
optimumDistrictIncid,39.401736246767264,39.12750598461127,37.659189646411484,40.27683368533001
optimumSan,4.940929701209974,4.900728561094698,4.655972518663852,5.0597148608296925
optimumWash,8.586432747648882,8.543305823325008,8.1235819982577,8.858724083058108
optimumWat,12.72368764926906,12.700084641992936,12.44671301108909,12.937994556163844
