alloc_strategy,mean_costper,median_costper,q025_costper,q975_costper,plot_alloc_strategy
allDistrict,47195.519703133206,26790.53804912124,11961.629387248428,125963.81557381306,untargeted
hrDistrict2,4751.6412504318205,2544.8469248391257,1186.8173887907183,12914.025276828175,case-logistics optimized
hrDistrict2Incid,4712.084780362194,2613.4337819377606,1171.6089250114271,12753.47525029091,rate-logistics optimized
optimumDistrict,4574.733985074444,2479.1714483175215,1137.1878610457961,12621.816575088264,case optimized
optimumDistrictIncid,3614.6912423115195,1927.29684133143,903.8412111124927,9825.009897857259,rate optimized
optimumSan,33508.02446102198,18311.41391979161,8205.315427088282,92816.25051242976,sanitation optimized
optimumWash,17850.277151504597,9944.71303636702,4455.451465477464,50171.887382306704,watsan optimized
optimumWat,10880.977168209274,5784.874840613398,2748.8349214970176,29385.06257477392,water optimized
