alloc_strategy,mean_costper,median_costper,q025_costper,q975_costper,plot_alloc_strategy
allDistrict,20881.40347156849,24102.235569525903,11768.291582063483,26835.875917308396,untargeted
hrDistrict2,2048.146791702707,2361.3882235050105,1137.0288536887354,2677.508560714559,case-logistics optimized
hrDistrict2Incid,1951.3607092259765,2250.6362268063804,1081.7008885247715,2557.2302212919385,rate-logistics optimized
optimumDistrict,2087.950170623483,2397.132833899167,1148.1012822821933,2766.0031048683913,case optimized
optimumDistrictIncid,1434.8551863167006,1643.2005334797552,794.3535712936557,1908.2049887964827,rate optimized
optimumSan,13116.668331419105,14975.239304843755,7209.2099753780385,17685.14639330856,sanitation optimized
optimumWash,7338.166301637997,8374.761708034212,4028.980529754827,9953.770183517838,watsan optimized
optimumWat,4482.13949598567,5170.224245794624,2499.8000778424293,5840.1158135267815,water optimized
