alloc_strategy,median,mean,ci_lower,ci_upper
allDistrict,1.8130803022195228,1.8129872296058391,1.8109429461947157,1.8144732633545384
hrDistrict2,19.242328721751832,19.18737636074295,18.66906565616342,19.7288395190367
hrDistrict2Incid,19.968322621955863,19.929437905089788,19.342700456979365,20.44353395502856
optimumDistrict,19.5622467195222,19.50428968267157,18.520103296946864,20.34680454192281
optimumDistrictIncid,29.50447203082884,29.179591542645767,27.69329267666995,30.136199759805166
optimumSan,3.693423179644005,3.6606831145799856,3.4761216578151206,3.781100856925171
optimumWash,6.23390885736003,6.203589106724411,5.848329262018422,6.487121535696654
optimumWat,9.250240827196702,9.235904845784349,9.010034365992247,9.466045713764716
