cntry_code,year,district,incidence,cases,pop,index,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
SLE,2028,Sierra Leone_Western_Western Urban,0.003492739602024764,3535.7871596776276,1012324.8688874225,14,FALSE,1,1377970.5064591493,1377970.5064591493,1377970.5064591493,688985.2532295746,TRUE
GHA,2028,Ghana_Greater Accra_Accra,0.001144661597810642,3466.442533201278,3028355.7514565284,70,FALSE,2,4122179.585649491,5500150.09210864,4122179.585649491,2061089.7928247454,TRUE
COD,2028,Democratic Republic of the Congo_Katanga_Tanganika,9.482422483527383e-4,3091.8725805676295,3260635.7562518967,28,FALSE,3,4438357.727356095,9938507.819464736,4438357.727356095,2219178.8636780474,TRUE
TCD,2028,Chad_Chari-Baguirmi_N'Djamena,0.007032557584053439,3025.649946539371,430234.6493969895,8,FALSE,4,585632.8101248821,10524140.629589617,585632.8101248821,292816.4050624411,TRUE
SSD,2028,South Sudan_Eastern Equatoria_Amatonge,0.005200701570572396,2816.196435716625,541503.1794271307,5,FALSE,5,737090.8621700795,11261231.491759697,737090.8621700795,368545.43108503975,TRUE
COD,2028,Democratic Republic of the Congo_Katanga_Haut-Lomami,5.347569948165364e-4,2531.3907294349665,4733721.585639908,23,FALSE,6,6443513.27451803,17704744.766277727,6443513.27451803,3221756.637259015,TRUE
SSD,2028,South Sudan_Central Equatoria_Bahr al Jabal,0.002713452773648195,2335.447667381386,860692.2110685618,1,FALSE,7,1171569.0470936,18876313.813371327,1171569.0470936,585784.5235468,TRUE
COD,2028,Democratic Republic of the Congo_Katanga_Haut-Shaba,7.533550313516177e-4,2290.5334539266382,3040443.560610621,24,FALSE,8,4138633.4385715793,23014947.251942907,4138633.4385715793,2069316.7192857896,TRUE
GHA,2028,Ghana_Volta_North Tongu,0.009111465936964835,2047.4292544479792,224709.093861795,122,FALSE,9,305872.66340203735,23320819.915344942,305872.66340203735,152936.33170101867,TRUE
SLE,2028,Sierra Leone_Northern_Port Loko,0.0024772715753399286,1968.4766779910751,794614.8083182857,7,FALSE,10,1081624.8849657122,24402444.800310656,1081624.8849657122,540812.4424828561,TRUE
SOM,2028,Somalia_Bari_Bosaaso,0.004078307151400327,1647.1072531197624,403870.32951998524,12,FALSE,11,549745.8569047231,24952190.65721538,549745.8569047231,274872.92845236155,TRUE
KEN,2028,Kenya_Garissa_Daadab,0.005861343393547849,1505.578743949256,256865.8143466894,40,FALSE,12,349644.1973971811,25301834.85461256,349644.1973971811,174822.09869859056,TRUE
SSD,2028,South Sudan_Unity_Rabkona,0.0017777684426034798,964.218046671102,542375.499285519,27,FALSE,13,738278.2587005814,26040113.113313142,738278.2587005814,369139.1293502907,TRUE
SOM,2028,Somalia_Jubbada Dhexe_Jilib,0.004025068801752404,872.1728390855134,216685.20018981872,36,FALSE,14,294950.5877257782,26335063.70103892,294950.5877257782,147475.2938628891,TRUE
SOM,2028,Somalia_Jubbada Hoose_Jamaame,0.003515135463980796,869.7920358737838,247441.967681316,40,FALSE,15,336816.51414906554,26671880.215187985,336816.51414906554,168408.25707453277,TRUE
