cntry_code,year,district,incidence,cases,pop,index,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
SLE,2022,Sierra Leone_Western_Western Urban,0.00349274178891483,2997.834042287748,858303.9409904829,14,FALSE,1,1168318.1482663604,1168318.1482663604,1168318.1482663604,584159.0741331802,TRUE
GHA,2022,Ghana_Greater Accra_Accra,0.001144661538209038,2996.123687915786,2617475.6361636687,70,FALSE,2,3562892.0506249424,4731210.198891303,3562892.0506249424,1781446.0253124712,TRUE
COD,2022,Democratic Republic of the Congo_Katanga_Tanganika,9.48190996711941e-4,2558.5523374833638,2698351.224970182,28,FALSE,3,3672979.4143685335,8404189.613259837,3672979.4143685335,1836489.7071842668,TRUE
TCD,2022,Chad_Chari-Baguirmi_N'Djamena,0.0070238869512478895,2473.435625348,352146.27492097666,8,FALSE,4,479339.38571899675,8883528.998978833,479339.38571899675,239669.69285949838,TRUE
SSD,2022,South Sudan_Eastern Equatoria_Amatonge,0.005200791662067602,2239.4052943339047,430589.310213518,5,FALSE,5,586115.5722894728,9469644.571268305,586115.5722894728,293057.7861447364,TRUE
COD,2022,Democratic Republic of the Congo_Katanga_Haut-Lomami,5.347232339604705e-4,2094.5439641608154,3917061.8202755237,23,FALSE,6,5331880.926968624,14801525.49823693,5331880.926968624,2665940.463484312,TRUE
COD,2022,Democratic Republic of the Congo_Katanga_Haut-Shaba,7.533725117318687e-4,1895.7556128789229,2516358.884027929,24,FALSE,7,3425252.537426848,18226778.035663776,3425252.537426848,1712626.268713424,TRUE
SSD,2022,South Sudan_Central Equatoria_Bahr al Jabal,0.002713448668318995,1856.4729282627804,684174.6998710986,1,FALSE,8,931294.4753832349,19158072.511047013,931294.4753832349,465647.23769161745,TRUE
GHA,2022,Ghana_Volta_North Tongu,0.009111351097503266,1769.6623615827195,194226.1188977396,122,FALSE,9,264379.42171593173,19422451.932762943,264379.42171593173,132189.71085796587,TRUE
SLE,2022,Sierra Leone_Northern_Port Loko,0.0024772584236838094,1669.0304535993705,673740.9539685558,7,FALSE,10,917092.1233839265,20339544.05614687,917092.1233839265,458546.06169196323,TRUE
