cntry_code,year,district,incidence,cases,pop,index,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
COD,2029,Democratic Republic of the Congo_Katanga_Tanganika,9.482549637105061e-4,3190.9889403433563,3365117.0438982663,28,FALSE,1,4580577.026000612,4580577.026000612,4580577.026000612,2290288.513000306,TRUE
TZA,2029,Tanzania_Tanga_Korogwe Township Authority,9.436114728440881e-4,104.1587627541528,110383.10337644955,171,FALSE,2,150252.81462397217,4730829.840624585,150252.81462397217,75126.40731198608,TRUE
TCD,2029,Chad_Mayo-Kebbi Ouest_Mayo-Dallah,9.391056553205307e-4,620.0803419902227,660288.1565850864,36,FALSE,3,898780.2567159021,5629610.097340487,898780.2567159021,449390.12835795106,TRUE
SOM,2029,Somalia_Shabeellaha Dhexe_Jawhar,9.153973200237647e-4,513.8755404583603,561368.8495887442,56,FALSE,4,764131.8925893304,6393741.989929818,764131.8925893304,382065.9462946652,TRUE
BDI,2029,Burundi_Makamba_Nyanza-Lac,9.140907379308601e-4,85.58517499385374,93628.75198537153,92,FALSE,5,127446.89255161244,6521188.88248143,127446.89255161244,63723.44627580622,TRUE
SOM,2029,Somalia_Shabeellaha Hoose_Kuntuwaaray,9.11458266053755e-4,100.51356407635146,110277.74701252586,59,FALSE,6,150109.40417677633,6671298.286658206,150109.40417677633,75054.70208838816,TRUE
SOM,2029,Somalia_Mudug_Gaalkacayo,9.103557855457392e-4,282.07116584173,309847.17219392885,42,FALSE,7,421762.1021819274,7093060.388840133,421762.1021819274,210881.0510909637,TRUE
GHA,2029,Ghana_Eastern_Akwapim South,9.092456359533793e-4,243.4177224164823,267713.92986808164,55,FALSE,8,364410.58682271105,7457470.975662844,364410.58682271105,182205.29341135552,TRUE
AGO,2029,Angola_Cunene_Cuanhama,9.028483063268002e-4,353.2006805257597,391207.1142523838,63,FALSE,9,532508.7646510521,7989979.740313897,532508.7646510521,266254.38232552604,TRUE
KEN,2029,Kenya_Migori_Kuria East,8.903677695904316e-4,143.26083786637776,160900.7454664241,170,FALSE,10,219017.12437796436,8208996.864691861,219017.12437796436,109508.56218898218,TRUE
