cntry_code,year,district,incidence,cases,pop,index,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
TCD,2023,Chad_Mayo-Kebbi Est_Mayo-Boneye,0.00287389719657648,1317.442374990518,458416.66729064507,33,FALSE,1,623994.0029232387,623994.0029232387,623994.0029232387,311997.00146161934,TRUE
COD,2023,Democratic Republic of the Congo_Orientale_Ituri,2.2695887388478417e-4,1316.6242146150666,5801157.681472512,36,FALSE,2,7896500.850733353,8520494.853656592,7896500.850733353,3948250.4253666764,TRUE
GIN,2023,Guinea_Conakry_Conakry,5.988588204894802e-4,1259.8556992707854,2103760.779946492,6,FALSE,3,2863626.486424036,11384121.340080628,2863626.486424036,1431813.243212018,TRUE
ZMB,2023,Zambia_Lusaka_Lusaka,4.606544077351403e-4,1206.6243136791104,2619369.951568717,34,FALSE,4,3565470.581330166,14949591.921410793,3565470.581330166,1782735.290665083,TRUE
KEN,2023,Kenya_Migori_Nyatike,0.0027939862670008616,1197.076454747746,428447.5084527596,172,FALSE,5,583200.1646493829,15532792.086060176,583200.1646493829,291600.08232469147,TRUE
TCD,2023,Chad_Hadjer-Lamis_Dagana,0.0036831366049651223,1140.5625736688776,309671.5370620032,16,FALSE,6,421523.0286995605,15954315.114759738,421523.0286995605,210761.51434978025,TRUE
SOM,2023,Somalia_Jubbada Hoose_Kismaayo,0.00414950105803642,1117.5760342263363,269327.81040310976,41,FALSE,7,366607.3912740937,16320922.50603383,366607.3912740937,183303.69563704685,TRUE
COD,2023,Democratic Republic of the Congo_Bandundu_Mai-Ndombe,5.159783290405605e-4,1085.7403561409906,2104236.3507007705,10,FALSE,8,2864273.830466715,19185196.336500544,2864273.830466715,1432136.9152333576,TRUE
GHA,2023,Ghana_Greater Accra_Dangbe East,0.006062779580750869,1084.643190724101,178901.9667097594,71,FALSE,9,243520.27817366595,19428716.61467421,243520.27817366595,121760.13908683298,TRUE
CMR,2023,Cameroon_Extrême-Nord_Mayo Danay,0.001150802904417928,1051.207806797986,913455.9903893216,22,FALSE,10,1243390.7853002623,20672107.399974473,1243390.7853002623,621695.3926501311,TRUE
ETH,2023,Ethiopia_Tigray_Mehakelegnaw,4.816070039777206e-4,1016.9352044961585,2111545.712784531,75,FALSE,11,2874223.290054251,23546330.690028723,2874223.290054251,1437111.6450271255,TRUE
SSD,2023,South Sudan_Upper Nile_Tonga,0.0027911880807641918,989.8941137303616,354649.7351978306,35,FALSE,12,482747.08075012657,24029077.770778853,482747.08075012657,241373.54037506328,TRUE
CMR,2023,Cameroon_Sud-Ouest_Fako,0.0013687289878868301,977.833730647329,714410.0397530111,49,FALSE,13,972450.637688951,25001528.408467803,972450.637688951,486225.3188444755,TRUE
ETH,2023,Ethiopia_Amhara_Mirab Gojjam,2.1890822371482355e-4,943.7475127457792,4311156.048551285,11,FALSE,14,5868319.613816856,30869848.02228466,5868319.613816856,2934159.806908428,TRUE
SOM,2023,Somalia_Mudug_Xarardheere,0.008504212825957189,934.7455647010876,109915.58934743352,46,FALSE,15,149616.4373471322,31019464.45963179,149616.4373471322,74808.2186735661,TRUE
SLE,2023,Sierra Leone_Southern_Pujehun,0.0016156999351406836,577.1367032058927,357205.3762294914,12,FALSE,16,486225.8039100107,31505690.263541803,486225.8039100107,243112.90195500536,TRUE
ETH,2023,Ethiopia_Tigray_Misraqawi,4.306943619795445e-4,572.1924596068509,1328534.8268246583,77,FALSE,17,1808393.5942225452,33314083.85776435,1808393.5942225452,904196.7971112726,TRUE
TZA,2023,Tanzania_Dar es Salaam_Kinondoni,2.544931269085972e-4,568.4028781080818,2233470.4477588004,11,FALSE,18,3040186.5040045693,36354270.361768916,3040186.5040045693,1520093.2520022846,TRUE
SOM,2023,Somalia_Shabeellaha Hoose_Marka,0.001789007685674791,558.2346106836491,312035.89294424414,60,FALSE,19,424741.3756676458,36779011.73743656,424741.3756676458,212370.6878338229,TRUE
TCD,2023,Chad_Mayo-Kebbi Est_Kabbia,0.0015440575849716871,552.749036624002,357984.72932869114,32,FALSE,20,487286.65464856377,37266298.39208513,487286.65464856377,243643.32732428188,TRUE
SLE,2023,Sierra Leone_Northern_Tonkolili,0.0010124071139411325,543.8397279478025,537174.9372944694,8,FALSE,21,731199.2850816139,37997497.67716674,731199.2850816139,365599.64254080696,TRUE
SOM,2023,Somalia_Hiiraan_Beled Weyn,0.0018607965631896354,543.7692477156986,292223.9101643712,32,FALSE,22,397773.4241886454,38395271.10135539,0,0,FALSE
CMR,2023,Cameroon_Extrême-Nord_Logone et Chari,6.729531037080439e-4,541.6429471969143,804874.7293272049,21,FALSE,23,1095590.6275681134,39490861.7289235,0,0,FALSE
TCD,2023,Chad_Mayo-Kebbi Est_Mont Illi,0.0013263667655481954,530.588065522593,400031.18240323046,34,FALSE,24,544520.0330023034,40035381.7619258,0,0,FALSE
TZA,2023,Tanzania_Dar es Salaam_Temeke,4.575299607162728e-4,529.1583398125007,1156554.5106250357,12,FALSE,25,1574295.0249805867,41609676.78690639,0,0,FALSE
TCD,2023,Chad_Guéra_Barh Signaka,0.0017880931814328292,529.0272186771094,295861.10174257867,11,FALSE,26,402724.3474299363,42012401.13433632,0,0,FALSE
GHA,2023,Ghana_Central_Awutu Efutu Senya,0.0012182323413418407,528.7289175609155,434013.20061700133,46,FALSE,27,590776.1512580937,42603177.28559442,0,0,FALSE
CMR,2023,Cameroon_Centre_Mfoundi,2.3277064939365138e-4,522.9491052788994,2246628.2009400213,12,FALSE,28,3058096.758283829,45661274.04387825,0,0,FALSE
TZA,2023,Tanzania_Mara_Musoma Rural,0.0022013998613595164,515.5533032378738,234193.39316187837,76,FALSE,29,318782.6344119458,45980056.678290196,0,0,FALSE
TCD,2023,Chad_Mayo-Kebbi Ouest_Mayo-Dallah,9.388150051006764e-4,506.43828610694646,539444.1752160077,36,FALSE,30,734288.1580552227,46714344.83634542,0,0,FALSE
NGA,2023,Nigeria_Kaduna_Kaduna North,8.709305522559335e-4,504.2538901062114,578982.8922639865,356,FALSE,31,788108.021253118,47502452.857598536,0,0,FALSE
