cntry_code,year,district,wat,san,wash,pop,index,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
COD,2020,Democratic Republic of the Congo_Équateur_Tshuapa,0.8982572799285836,0.9104783578261659,0.9894638286868508,1396317.104592902,1,FALSE,1,1900658.4219432285,1900658.4219432285,1900658.4219432285,950329.2109716142,TRUE
COG,2020,Republic of Congo_Plateaux_Lékana,0.46102108519657575,0.9802805182486567,0.9893880097303505,29920.825354727884,5,FALSE,2,40728.04702806842,1941386.468971297,40728.04702806842,20364.02351403421,TRUE
COG,2020,Republic of Congo_Plateaux_Abala,0.45714662693930147,0.9808218914385288,0.9893849775936351,64129.466155921145,6,FALSE,3,87292.64258315551,2028679.1115544525,87292.64258315551,43646.321291577755,TRUE
AGO,2020,Angola_Uíge_Buengas,0.8875357941720411,0.905495089482179,0.9893697736689139,45428.59469302947,14,FALSE,4,61837.12912800397,2090516.2406824564,61837.12912800397,30918.564564001987,TRUE
AGO,2020,Angola_Moxico_Cameia,0.8403148188041413,0.9318326827509088,0.989116832984088,85216.91748666375,15,FALSE,5,115996.75416157756,2206512.994844034,115996.75416157756,57998.37708078878,TRUE
AGO,2020,Angola_Moxico_Luchazes,0.8362779128238221,0.9337546869453316,0.9890560715725487,50050.107090777135,16,FALSE,6,68127.90393266779,2274640.8987767017,68127.90393266779,34063.951966333894,TRUE
AGO,2020,Angola_Lunda Norte_Caungula,0.8478115890276766,0.9277163301029521,0.9889977151637421,100266.90525556609,17,FALSE,7,136482.70675000953,2411123.6055267113,136482.70675000953,68241.35337500476,TRUE
AGO,2020,Angola_Moxico_Lumbala-Nguimbo,0.8274476517358799,0.9345296649321955,0.9886958976150383,9134.287694448862,18,FALSE,8,12433.537323148592,2423557.14284986,12433.537323148592,6216.768661574296,TRUE
NER,2020,Niger_Agadez_Bilma,0.5191090766418556,0.9763596589758718,0.9885820233635094,31863.778706495934,17,FALSE,9,43372.78341304412,2466929.926262904,43372.78341304412,21686.39170652206,TRUE
AGO,2020,Angola_Benguela_Cubal,0.699751702569219,0.9608440258376666,0.9882376480343705,305909.42933462735,19,FALSE,10,416402.07034935866,2883331.9966122624,416402.07034935866,208201.03517467933,TRUE
MDG,2020,Madagascar_Toliary_Menabe,0.5746321990603614,0.9749735922994596,0.9882365443687419,763929.7081111689,10,FALSE,11,1039856.5116177166,3923188.5082299793,1039856.5116177166,519928.2558088583,TRUE
NER,2020,Niger_Tillabéry_Kollo,0.517570846153528,0.978822770949031,0.9881510308554189,698722.4875367044,18,FALSE,12,951096.8362196991,4874285.344449678,951096.8362196991,475548.41810984956,TRUE
NER,2020,Niger_Diffa_N'Guigmi,0.35291406422353805,0.9814835050327994,0.9880100274610407,119837.73542807216,19,FALSE,13,163122.4027541914,5037407.74720387,163122.4027541914,81561.2013770957,TRUE
COG,2020,Republic of Congo_Plateaux_Djambala,0.45549359131263145,0.978600089292464,0.9877900603126795,55035.707294131025,7,FALSE,14,74914.27286260304,5112322.020066473,74914.27286260304,37457.13643130152,TRUE
SOM,2020,Somalia_Galguduud_Dhuusamareeb,0.9317620309976095,0.8209450152519999,0.9877717921798539,149087.96397115424,13,FALSE,15,202937.6374464441,5315259.657512917,202937.6374464441,101468.81872322205,TRUE
SOM,2020,Somalia_Galguduud_Cadaado,0.9317209730407934,0.8209978020755997,0.9877684321405636,77623.76503589006,14,FALSE,16,105661.0008379301,5420920.658350847,105661.0008379301,52830.50041896505,TRUE
AGO,2020,Angola_Moxico_Moxico,0.840760510010697,0.9224540842917127,0.9876513871288608,385648.6347252561,20,FALSE,17,524942.5958404834,5945863.254191331,524942.5958404834,262471.2979202417,TRUE
MOZ,2020,Mozambique_Zambezia_Mocuba,0.7931316861275476,0.9400851964020155,0.9875969767185134,483327.71807621955,1,FALSE,18,657902.7750204349,6603766.029211765,657902.7750204349,328951.38751021744,TRUE
