cntry_code,year,district,incidence,cases,pop,index,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
COD,2026,Democratic Republic of the Congo_Katanga_Tanganika,9.482202452491291e-4,2902.7757096241244,3061288.4761403385,28,FALSE,1,4167007.411880317,4167007.411880317,4167007.411880317,2083503.7059401586,TRUE
TZA,2026,Tanzania_Tanga_Korogwe Township Authority,9.436096626595224e-4,95.05444549314866,100734.92171036261,171,FALSE,2,137119.76792579194,4304127.1798061095,137119.76792579194,68559.88396289597,TRUE
TCD,2026,Chad_Mayo-Kebbi Ouest_Mayo-Dallah,9.389581509110834e-4,560.3857899899558,596816.5774440599,36,FALSE,3,812383.1259698742,5116510.305775983,812383.1259698742,406191.5629849371,TRUE
SOM,2026,Somalia_Shabeellaha Dhexe_Jawhar,9.153884952557324e-4,475.82766956466435,519809.53664021334,56,FALSE,4,707561.6064372968,5824071.91221328,707561.6064372968,353780.8032186484,TRUE
BDI,2026,Burundi_Makamba_Nyanza-Lac,9.140630394545454e-4,77.43572308296152,84715.95474330767,92,FALSE,5,115314.84669649847,5939386.758909779,115314.84669649847,57657.423348249235,TRUE
SOM,2026,Somalia_Shabeellaha Hoose_Kuntuwaaray,9.114385245767023e-4,93.07328554396952,102116.90973584355,59,FALSE,6,139000.92169166295,6078387.680601441,139000.92169166295,69500.46084583148,TRUE
SOM,2026,Somalia_Mudug_Gaalkacayo,9.102717957457228e-4,261.1852300683334,286931.036739815,42,FALSE,7,390568.7968030952,6468956.477404537,390568.7968030952,195284.3984015476,TRUE
GHA,2026,Ghana_Eastern_Akwapim South,9.092472520730858e-4,226.30384293629123,248891.42355978308,55,FALSE,8,338789.50474954006,6807745.982154077,338789.50474954006,169394.75237477003,TRUE
AGO,2026,Angola_Cunene_Cuanhama,9.02866781634458e-4,319.7605455885871,354161.38027553214,63,FALSE,9,482082.33497503656,7289828.317129114,482082.33497503656,241041.16748751828,TRUE
KEN,2026,Kenya_Migori_Kuria East,8.903115199368154e-4,132.39504307927035,148706.42479013,170,FALSE,10,202418.2886141984,7492246.605743311,202418.2886141984,101209.1443070992,TRUE
NGA,2026,Nigeria_Kaduna_Kaduna North,8.709305522559333e-4,545.4119091392618,626240.4134594947,356,FALSE,11,852434.6741065115,8344681.279849824,852434.6741065115,426217.33705325576,TRUE
COG,2026,Republic of Congo_Pointe Noire_Pointe Noire,8.661313545193716e-4,416.25085040824285,480586.28548232885,38,FALSE,12,654171.1535065044,8998852.433356328,654171.1535065044,327085.5767532522,TRUE
KEN,2026,Kenya_Siaya_Bondo,8.323585147057603e-4,390.4174513633843,469049.6276131654,249,FALSE,13,638467.5243896098,9637319.957745938,638467.5243896098,319233.7621948049,TRUE
TCD,2026,Chad_Guéra_Bitkine,8.145449782789232e-4,254.8619441643295,312888.73046990606,12,FALSE,14,425902.25296433346,10063222.21071027,425902.25296433346,212951.12648216673,TRUE
MOZ,2026,Mozambique_Zambezia_Nicoadala,8.046829200676584e-4,537.9432469626801,668515.8011275415,128,FALSE,15,909979.676848288,10973201.887558559,909979.676848288,454989.838424144,TRUE
TZA,2026,Tanzania_Tanga_Handeni,7.979682613714959e-4,311.8661302837528,390825.2312538566,169,FALSE,16,531988.9478164949,11505190.835375054,531988.9478164949,265994.4739082474,TRUE
NGA,2026,Nigeria_Kaduna_Kaduna South,7.878635172356894e-4,288.2880167417097,365911.113327346,357,FALSE,17,498076.0007455534,12003266.836120607,498076.0007455534,249038.0003727767,TRUE
CMR,2026,Cameroon_Extrême-Nord_Mayo Tsanaga,7.876307275149306e-4,891.689901919586,1132116.7023701253,25,FALSE,18,1541030.4277621268,13544297.263882734,1541030.4277621268,770515.2138810634,TRUE
BEN,2026,Benin_Atakora_Toucountouna,7.839675498983033e-4,45.01499396034595,57419.4607496003,15,FALSE,19,78159.02369038503,13622456.28757312,78159.02369038503,39079.511845192515,TRUE
SLE,2026,Sierra Leone_Southern_Moyamba,7.630601135109386e-4,340.16516190216373,445790.7783136766,11,FALSE,20,606807.7189912719,14229264.006564392,606807.7189912719,303403.85949563596,TRUE
KEN,2026,Kenya_Garissa_Ijara,7.57793384601373e-4,67.5627214119583,89157.180287999945,43,FALSE,21,121360.21612404683,14350624.222688438,121360.21612404683,60680.10806202341,TRUE
