cntry_code,year,district,wat,san,wash,pop,index,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
NER,2020,Niger_Zinder_Magaria,0.32883116961819076,0.9734586762390222,0.9832722764306435,997148.3799148746,23,FALSE,1,1357312.361195211,1357312.361195211,1357312.361195211,678656.1805976055,TRUE
AGO,2020,Angola_Benguela_Balombo,0.6435974992710165,0.9723437332660161,0.9900531207739753,39354.85660530204,1,FALSE,2,53569.593472138615,1410881.9546673496,53569.593472138615,26784.796736069307,TRUE
MDG,2020,Madagascar_Toliary_Anosy,0.5648735448228852,0.9713880760398929,0.9868995380295649,888566.7453852516,10,FALSE,3,1209511.695101345,2620393.649768695,1209511.695101345,604755.8475506725,TRUE
CIV,2020,Côte d'Ivoire_Zanzan_Bounkani,0.121401509,0.971327365,0.974828643,300295.76985351625,4,FALSE,4,408760.79091820394,3029154.440686899,408760.79091820394,204380.39545910197,TRUE
NER,2020,Niger_Zinder_Mirriah,0.267223956358,0.9703242265141371,0.9782522421219054,1679765.0779542946,24,FALSE,5,2286486.093881073,5315640.534567972,2286486.093881073,1143243.0469405365,TRUE
MDG,2020,Madagascar_Fianarantsoa_Vatovavy Fitovinany,0.7152058485249507,0.9682245628648951,0.990313716159946,1784215.2158376016,11,FALSE,6,2428662.9916559653,7744303.526223937,2428662.9916559653,1214331.4958279827,TRUE
CIV,2020,Côte d'Ivoire_Savanes_Tchologo,0.108579474,0.967838291,0.971325091,481370.33972488984,5,FALSE,7,655238.4034130493,8399541.929636987,655238.4034130493,327619.20170652465,TRUE
NER,2020,Niger_Dosso_Gaya,0.5329483880039648,0.965126157723918,0.9834675780063038,529244.1410083338,25,FALSE,8,720403.9330055147,9119945.8626425,720403.9330055147,360201.96650275734,TRUE
CIV,2020,Côte d'Ivoire_Zanzan_Gontougo,0.094954735,0.964509269,0.967977306,884768.2255027374,6,FALSE,9,1204341.1727451612,10324287.035387661,1204341.1727451612,602170.5863725806,TRUE
MRT,2020,Mauritania_Assaba_Kankossa,0.3129017148882296,0.9644234223940461,0.9753905294304428,117629.03156850257,11,FALSE,10,160115.92838066907,10484402.963768331,160115.92838066907,80057.96419033453,TRUE
CIV,2020,Côte d'Ivoire_Denguélé_Kabadougou,0.179634548,0.96272896,0.969640027,274180.5717038683,7,FALSE,11,373212.9406909333,10857615.904459264,373212.9406909333,186606.47034546666,TRUE
