cntry_code,year,district,incidence,cases,pop,index,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
TZA,2024,Tanzania_Arusha_Lake Eyasi,0.03247994377104611,178.1700493755019,5485.540573328506,4,FALSE,1,7466.884746533177,7466.884746533177,7466.884746533177,3733.4423732665887,TRUE
GNB,2024,Guinea-Bissau_Bolama_Bolama,0.020669574268864538,162.67663302542803,7870.342703210621,11,FALSE,2,10713.063023601626,18179.947770134804,10713.063023601626,5356.531511800813,TRUE
SOM,2024,Somalia_Hiiraan_Jalalaqsi,0.009525913463080897,841.9164074120056,88381.69805709222,34,FALSE,3,120304.63438806873,138484.58215820353,120304.63438806873,60152.31719403437,TRUE
GHA,2024,Ghana_Volta_North Tongu,0.009111385282477,1857.7907117847235,203897.72292448473,122,FALSE,4,277544.3507901857,416028.9329483892,277544.3507901857,138772.17539509284,TRUE
SOM,2024,Somalia_Mudug_Xarardheere,0.0085042588772503,959.0099557516539,112768.19880414229,46,FALSE,5,153499.39213625164,569528.3250846409,153499.39213625164,76749.69606812582,TRUE
SLE,2024,Sierra Leone_Western_Western Rural,0.008449876280496631,3708.027626773798,438826.26250190055,13,FALSE,6,597327.6620694825,1166855.9871541234,597327.6620694825,298663.83103474125,TRUE
SOM,2024,Somalia_Nugaal_Garoowe,0.007972141675663933,836.8490916391847,104971.6783375517,49,FALSE,7,142886.8154959343,1309742.8026500577,142886.8154959343,71443.40774796715,TRUE
TZA,2024,Tanzania_Rukwa_Lake Rukwa,0.007521845778554248,11.76725383271874,1564.4104092467169,132,FALSE,8,2129.466014510598,1311872.2686645682,2129.466014510598,1064.733007255299,TRUE
SOM,2024,Somalia_Jubbada Dhexe_Saakow,0.007409942933746045,874.7781511718472,118054.64077030473,37,FALSE,9,160695.26505942276,1472567.5337239911,160695.26505942276,80347.63252971138,TRUE
TCD,2024,Chad_Chari-Baguirmi_N'Djamena,0.0070271039571478296,2645.3963982053956,376456.13532080327,8,FALSE,10,512429.8210887373,1984997.3548127282,512429.8210887373,256214.91054436864,TRUE
SOM,2024,Somalia_Jubbada Dhexe_Bu'aale,0.006159647692776439,650.7584232089424,105648.64350474165,35,FALSE,11,143808.29639891078,2128805.651211639,143808.29639891078,71904.14819945539,TRUE
GHA,2024,Ghana_Greater Accra_Dangbe East,0.006062762725944353,1111.316867743948,183302.0551815915,71,FALSE,12,249509.65206572413,2378315.303277363,249509.65206572413,124754.82603286207,TRUE
KEN,2024,Kenya_Garissa_Daadab,0.005860861659418446,1356.6753466551322,231480.52718066555,40,FALSE,13,315089.89759891457,2693405.200876278,315089.89759891457,157544.94879945728,TRUE
NAM,2024,Namibia_Kunene_Epupa,0.005533879086098311,139.17513087825355,25149.651575849606,39,FALSE,14,34233.55405397884,2727638.7549302564,34233.55405397884,17116.77702698942,TRUE
GHA,2024,Ghana_Central_Komenda-Edina-Eguafo-Abirem,0.005210159461092462,840.488325089421,161317.19794103733,49,FALSE,15,219583.99697489035,2947222.751905147,219583.99697489035,109791.99848744518,TRUE
SSD,2024,South Sudan_Eastern Equatoria_Amatonge,0.005200786894653667,2417.22354139134,464780.34773472656,5,FALSE,16,632656.2063660056,3579878.9582711523,632656.2063660056,316328.1031830028,TRUE
SOM,2024,Somalia_Gedo_Beled Xaawo,0.004795242196471484,471.9863674749445,98428.05600564857,27,FALSE,17,133979.67624064776,3713858.6345118005,133979.67624064776,66989.83812032388,TRUE
SOM,2024,Somalia_Jubbada Hoose_Badhaadhe,0.004570830934334859,340.47564901271136,74488.78637254976,39,FALSE,18,101393.68678763973,3815252.32129944,101393.68678763973,50696.843393819865,TRUE
SOM,2024,Somalia_Shabeellaha Hoose_Baraawe,0.004373314851192525,192.96421837917956,44123.1022565324,58,FALSE,19,60060.10069653263,3875312.4219959727,60060.10069653263,30030.050348266315,TRUE
SOM,2024,Somalia_Galguduud_Cadaado,0.004239617598498899,364.5930738654206,85996.68847362798,22,FALSE,20,117058.17372643539,3992370.595722408,117058.17372643539,58529.08686321769,TRUE
SOM,2024,Somalia_Jubbada Hoose_Kismaayo,0.004149547981745085,1146.600626750704,276319.4043772698,41,FALSE,21,376124.3068272188,4368494.902549627,376124.3068272188,188062.1534136094,TRUE
SOM,2024,Somalia_Bari_Bosaaso,0.004078114082551213,1486.531413364377,364514.42585304595,12,FALSE,22,496174.83817859844,4864669.740728226,496174.83817859844,248087.41908929922,TRUE
SOM,2024,Somalia_Jubbada Dhexe_Jilib,0.004024854690144403,787.1484989096925,195571.90495278512,36,FALSE,23,266211.29757797084,5130881.038306196,266211.29757797084,133105.64878898542,TRUE
SOM,2024,Somalia_Banaadir_Mogadisho,0.004024731975032205,6131.857448092276,1523544.2971437147,10,FALSE,24,2073839.3091689828,7204720.347475179,2073839.3091689828,1036919.6545844914,TRUE
GNB,2024,Guinea-Bissau_Biombo_Quinhamel,0.003906087691371925,252.92987785021273,64752.73927129292,8,FALSE,25,88141.03818900003,7292861.385664179,88141.03818900003,44070.519094500014,TRUE
SOM,2024,Somalia_Galguduud_Ceel Dheer,0.0036866924097758444,481.5047166294204,130606.15400206292,24,FALSE,26,177780.3091755502,7470641.694839729,177780.3091755502,88890.1545877751,TRUE
TCD,2024,Chad_Hadjer-Lamis_Dagana,0.00368314881491655,1179.694283109609,320295.0362287595,16,FALSE,27,435983.6716977633,7906625.366537493,435983.6716977633,217991.83584888166,TRUE
SOM,2024,Somalia_Jubbada Hoose_Afmadow,0.0036411623859838567,364.83328487793995,100196.92784983017,38,FALSE,28,136387.4539273375,8043012.82046483,136387.4539273375,68193.72696366876,TRUE
SOM,2024,Somalia_Bakool_Tiyeeglow,0.0035418702672942288,498.9576706110256,140874.0673588247,7,FALSE,29,191756.9309136349,8234769.7513784645,191756.9309136349,95878.46545681744,TRUE
SOM,2024,Somalia_Jubbada Hoose_Jamaame,0.00351508383430887,784.9995913289702,223323.14912862255,40,FALSE,30,303986.12378951855,8538755.875167983,303986.12378951855,151993.06189475927,TRUE
SLE,2024,Sierra Leone_Western_Western Urban,0.0034927411312295287,3167.3819975174633,906847.0517889394,14,FALSE,31,1234394.7379342276,9773150.61310221,1234394.7379342276,617197.3689671138,TRUE
SSD,2024,South Sudan_Lakes_Aliab,0.0033461395376689004,306.72618357779135,91665.68821319185,16,FALSE,32,124774.7819836532,9897925.395085864,124774.7819836532,62387.3909918266,TRUE
TCD,2024,Chad_Mayo-Kebbi Est_Mayo-Boneye,0.0028738058865983053,1362.4176265681895,474081.2985740206,33,FALSE,33,645316.604556815,10543241.99964268,645316.604556815,322658.3022784075,TRUE
BDI,2024,Burundi_Bujumbura Rural_Lake Tanganyika,0.0028187341201624102,162.7574971111461,57741.344225034016,24,FALSE,34,78597.16953594911,10621839.169178627,78597.16953594911,39298.58476797456,TRUE
KEN,2024,Kenya_Migori_Nyatike,0.0027933370140906678,1228.6874295092202,439863.6553023311,172,FALSE,35,598739.7548931799,11220578.924071807,598739.7548931799,299369.87744658993,TRUE
SSD,2024,South Sudan_Upper Nile_Tonga,0.002790436070227382,1028.1974939523209,368471.97644937877,35,FALSE,36,501561.8321833589,11722140.756255167,501561.8321833589,250780.91609167945,TRUE
SSD,2024,South Sudan_Central Equatoria_Bahr al Jabal,0.0027135048720888957,2004.1363132716178,738578.4834536908,1,FALSE,37,1005348.5775006603,12727489.333755827,1005348.5775006603,502674.28875033016,TRUE
SOM,2024,Somalia_Bay_Qansax Dheere,0.0026865771019858172,476.8188788543679,177481.9261661693,20,FALSE,38,241587.32754962967,12969076.661305457,241587.32754962967,120793.66377481484,TRUE
KEN,2024,Kenya_Garissa_Garissa Township,0.0025773294657416147,373.55977583542835,144940.63750904205,42,FALSE,39,197292.32167767413,13166368.982983131,197292.32167767413,98646.16083883707,TRUE
KEN,2024,Kenya_Tharaka-Nithi_Tharaka,0.002485754605414042,350.78937381366313,141119.87283444402,264,FALSE,40,192091.51984465844,13358460.50282779,192091.51984465844,96045.75992232922,TRUE
SLE,2024,Sierra Leone_Northern_Port Loko,0.0024772623801120833,1763.4102197546335,711838.2912975284,7,FALSE,41,968949.9892009002,14327410.492028689,968949.9892009002,484474.9946004501,TRUE
SOM,2024,Somalia_Gedo_Luuk,0.002359008280189537,256.27111350877556,108635.10554875422,31,FALSE,42,147873.45052263772,14475283.942551328,147873.45052263772,73936.72526131886,TRUE
KEN,2024,Kenya_Homa Bay_Mbita,0.002323871696338519,669.325677626657,288021.78652171005,50,FALSE,43,392053.51882817986,14867337.461379508,392053.51882817986,196026.75941408993,TRUE
TZA,2024,Tanzania_Mara_Musoma Rural,0.002201399554065821,531.5130491859802,241443.24377840234,76,FALSE,44,328651.08734917745,15195988.548728684,328651.08734917745,164325.54367458873,TRUE
COD,2024,Democratic Republic of the Congo_Kasaï-Occidental_Lulua,0.0021741195925459515,8602.572391272057,3956807.3535449887,18,FALSE,45,5385982.307159951,20581970.855888635,5385982.307159951,2692991.1535799755,TRUE
BDI,2024,Burundi_Bururi_Lake Tanganyika,0.0021630097675391135,187.86013825075213,86851.2667256622,35,FALSE,46,118221.42048936315,20700192.276378,118221.42048936315,59110.71024468158,TRUE
