cntry_code,year,district,incidence,cases,pop,index,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
TCD,2028,Chad_Mayo-Kebbi Est_Kabbia,0.00154406637572689,654.3519264396692,423784.8428838588,32,FALSE,1,576853.3723963297,576853.3723963297,576853.3723963297,288426.6861981648,TRUE
SOM,2028,Somalia_Bay_Diinsoor,0.0015216490657697476,221.57251716115655,145613.41517274943,19,FALSE,2,198208.1025761639,775061.4749724935,198208.1025761639,99104.05128808194,TRUE
ZMB,2028,Zambia_Northern_Kaputa,0.0014858227721730106,331.17520365505374,222890.1116993322,48,FALSE,3,303396.67585230566,1078458.1508247992,303396.67585230566,151698.33792615283,TRUE
SOM,2028,Somalia_Bay_Baydhabo,0.001477914030375617,974.4535070539143,659343.8366683978,17,FALSE,4,897494.8541402557,1975953.0049650548,897494.8541402557,448747.42707012786,TRUE
KEN,2028,Kenya_Garissa_Fafi,0.0013987351596847445,251.88752719999965,180082.35901982445,41,FALSE,5,245127.02106748466,2221080.0260325396,245127.02106748466,122563.51053374233,TRUE
AGO,2028,Angola_Cunene_Namakunde,0.0013932184189018038,359.6987834240647,258178.3147165074,66,FALSE,6,351430.76498522586,2572510.7910177656,351430.76498522586,175715.38249261293,TRUE
CMR,2028,Cameroon_Sud-Ouest_Fako,0.001368726604004673,1108.958579826964,810211.8981119607,49,FALSE,7,1102855.5495308335,3675366.340548599,1102855.5495308335,551427.7747654167,TRUE
TZA,2028,Tanzania_Simiyu_Lake Victoria,0.0013543361863705698,67.85977738726953,50105.56320519218,152,FALSE,8,68203.390461168,3743569.731009767,68203.390461168,34101.695230584,TRUE
TCD,2028,Chad_Mayo-Kebbi Est_Mont Illi,0.001331195569386392,628.1156927436166,471843.28673295036,34,FALSE,9,642270.2363356228,4385839.96734539,642270.2363356228,321135.1181678114,TRUE
SOM,2028,Somalia_Shabeellaha Hoose_Afgooye,0.0013258864215931066,985.5936183624677,743346.9430799637,57,FALSE,10,1011839.3759865918,5397679.343331981,1011839.3759865918,505919.6879932959,TRUE
KEN,2028,Kenya_West Pokot_Sigor,0.001233006772188325,151.53230765102,122896.5737001447,300,FALSE,11,167286.07496307118,5564965.418295053,167286.07496307118,83643.03748153559,TRUE
GHA,2028,Ghana_Central_Awutu Efutu Senya,0.0012182325768908756,597.0376406765779,490085.10525987856,46,FALSE,12,667100.8897027709,6232066.307997824,667100.8897027709,333550.44485138543,TRUE
NER,2028,Niger_Tillabéry_Tillabéry,0.0012064309020694776,721.4564413472546,598008.9204526248,31,FALSE,13,814006.1360824193,7046072.444080243,814006.1360824193,407003.06804120966,TRUE
