cntry_code,year,district,wat,san,wash,pop,index,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
TCD,2021,Chad_Wadi Fira_Biltine,0.8970082345250415,0.9940541142955178,0.9993860533505541,247497.08093422448,1,FALSE,1,336891.53397655074,336891.53397655074,336891.53397655074,168445.76698827537,TRUE
TCD,2021,Chad_Batha_Batha Est,0.7333632430548209,0.996096324848769,0.998958791948178,286571.44535337697,2,FALSE,2,390079.3231764787,726970.8571530294,390079.3231764787,195039.66158823934,TRUE
TCD,2021,Chad_Batha_Fitri,0.7324030870054768,0.9960828905081938,0.9989500833852454,210354.55557096426,3,FALSE,3,286333.35244907986,1013304.2096021093,286333.35244907986,143166.67622453993,TRUE
TCD,2021,Chad_Lac_Mamdi,0.7892639364209543,0.995738235792294,0.9989144064256751,360323.73937948473,4,FALSE,4,490470.50102373713,1503774.7106258464,490470.50102373713,245235.25051186857,TRUE
TCD,2021,Chad_Batha_Batha Oues,0.7309984009529286,0.9956612545815371,0.9987634597283386,305246.27301586734,5,FALSE,5,415499.3859675874,1919274.0965934338,415499.3859675874,207749.6929837937,TRUE
TCD,2021,Chad_Wadi Fira_Kobé,0.8927518588443011,0.9919187457170641,0.9986795418444085,266609.3725931882,6,FALSE,6,362907.07012142637,2282181.16671486,362907.07012142637,181453.53506071318,TRUE
TCD,2021,Chad_Salamat_Aboudeïa,0.5426880420872796,0.9969487180500451,0.998606216321662,102027.158171682,7,FALSE,7,138878.7524037948,2421059.919118655,138878.7524037948,69439.3762018974,TRUE
TCD,2021,Chad_Salamat_Barh Azoum,0.5406765672998849,0.9969497369665593,0.9985999494008835,283813.53221726633,8,FALSE,8,386325.2684478683,2807385.1875665234,386325.2684478683,193162.63422393415,TRUE
TCD,2021,Chad_Guéra_Barh Signaka,0.6465072922899552,0.9952343591866794,0.9983152200033005,276559.9371711263,9,FALSE,9,376451.718615625,3183836.9061821485,376451.718615625,188225.8593078125,TRUE
TCD,2021,Chad_Guéra_Mangalmé,0.6458984105451878,0.9952252861436661,0.9983096678071681,149382.36099696215,10,FALSE,10,203338.36890254123,3387175.2750846893,203338.36890254123,101669.18445127062,TRUE
TCD,2021,Chad_Mandoul_Mandoul Oriental,0.6840579256935796,0.9944939478521584,0.9982584530213954,402141.24294789514,11,FALSE,11,547392.2346904696,3934567.509775159,547392.2346904696,273696.1173452348,TRUE
TCD,2021,Chad_Mandoul_Mandoul Occidental,0.6815823924445332,0.9943932844395391,0.9982078626897196,223959.3576655011,12,FALSE,12,304852.1270131079,4239419.636788267,304852.1270131079,152426.06350655394,TRUE
TCD,2021,Chad_Guéra_Bitkine,0.6452707425244809,0.994966766124451,0.9981956828618122,264338.18617785757,13,FALSE,13,359815.5448698183,4599235.181658085,359815.5448698183,179907.77243490916,TRUE
TCD,2021,Chad_Guéra_Guéra,0.6437002843695545,0.9946512426461265,0.9980387895245326,162674.05382117545,14,FALSE,14,221430.9410160862,4820666.122674172,221430.9410160862,110715.4705080431,TRUE
NER,2021,Niger_Tillabéry_Ouallam,0.5577845958406381,0.9956136042333902,0.9980291378998276,610342.0071979903,1,FALSE,15,830793.8593825429,5651459.982056715,830793.8593825429,415396.92969127145,TRUE
TCD,2021,Chad_Wadi Fira_Dar Tama,0.8836846685704934,0.9897629913699972,0.9980178838778209,292206.1191754175,15,FALSE,16,397749.2072017745,6049209.189258489,397749.2072017745,198874.60360088726,TRUE
TCD,2021,Chad_Kanem_Nokou,0.49897671948327055,0.9955423294589443,0.9977644034533509,152189.92504186864,16,FALSE,17,207160.0081487727,6256369.1974072615,207160.0081487727,103580.00407438635,TRUE
TCD,2021,Chad_Kanem_Kanem,0.4985821436156662,0.9954708339495619,0.9977239567201243,400682.85391847685,17,FALSE,18,545407.0843387939,6801776.281746056,545407.0843387939,272703.54216939694,TRUE
TCD,2021,Chad_Tandjilé_Tandjilé Est,0.6527787923559396,0.9934704337440908,0.9977099417463972,398108.53896842233,18,FALSE,19,541902.9423538097,7343679.224099865,541902.9423538097,270951.47117690486,TRUE
TCD,2021,Chad_Barh el Ghazel_Barh El Gazel,0.4980461337520076,0.9952998806015119,0.9976291875531726,404735.7646570435,19,FALSE,20,550923.8819940706,7894603.106093936,550923.8819940706,275461.9409970353,TRUE
TCD,2021,Chad_Sila_Djourf Al Ahmar,0.6688074038085084,0.9926359756815658,0.9975624544520181,162275.18411438493,20,FALSE,21,220888.00197668336,8115491.108070619,220888.00197668336,110444.00098834168,TRUE
NER,2021,Niger_Tillabéry_Filingué,0.5362126162711341,0.9947649968713344,0.9975621925027381,879774.3606389582,2,FALSE,22,1197543.554009297,9313034.662079915,1197543.554009297,598771.7770046485,TRUE
TCD,2021,Chad_Ouaddaï_Ouara,0.6700656508003422,0.992600615738098,0.9975583571354398,527942.5620343236,21,FALSE,23,718632.2315555793,10031666.893635495,718632.2315555793,359316.1157777897,TRUE
TCD,2021,Chad_Ouaddaï_Djourf Al Ahmar,0.6696000099182129,0.9925899999216199,0.9975517360475972,176983.69427730594,22,FALSE,24,240909.137307217,10272576.030942712,240909.137307217,120454.5686536085,TRUE
TCD,2021,Chad_Mayo-Kebbi Est_Kabbia,0.6020694547202098,0.9938294459122967,0.9975443482977975,334619.08844648604,23,FALSE,25,455481.48519186507,10728057.516134577,455481.48519186507,227740.74259593253,TRUE
