cntry_code,year,district,wat,san,wash,pop,index,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
TCD,2025,Chad_Logone Oriental_Nya Pendé,0.5492100219849834,0.9843722641477601,0.9926360463436967,589758.9153801373,38,FALSE,1,802776.2789314039,802776.2789314039,802776.2789314039,401388.13946570194,TRUE
COG,2025,Republic of Congo_Cuvette-Ouest_Kéllé,0.7816669919128854,0.9841585376905782,0.9962588062453283,37283.303094585885,2,FALSE,2,50749.80732635717,853526.0862577611,50749.80732635717,25374.903663178586,TRUE
MDG,2025,Madagascar_Mahajanga_Betsiboka,0.6670341378355686,0.9840843404099091,0.9939573503958924,454489.15378173755,2,FALSE,3,618647.8952207356,1472173.9814784967,618647.8952207356,309323.9476103678,TRUE
NER,2025,Niger_Diffa_Maïné-Soroa,0.4065415435813142,0.9838225090667865,0.9906301194121067,315780.45517794316,13,FALSE,4,429838.45119766705,1902012.4326761637,429838.45119766705,214919.22559883352,TRUE
NER,2025,Niger_Maradi_Mayahi,0.483579239059406,0.9832026086268848,0.9913247676755402,990868.6342220351,14,FALSE,5,1348764.409229646,3250776.8419058095,1348764.409229646,674382.204614823,TRUE
TCD,2025,Chad_Logone Occidental_Dodjé,0.5997543352473474,0.983135130945381,0.9932504321254803,146150.97575472895,39,FALSE,6,198939.82679846507,3449716.6687042746,198939.82679846507,99469.91339923254,TRUE
TCD,2025,Chad_Mayo-Kebbi Est_Mayo-Boneye,0.5725865186666047,0.9830294727892339,0.990965948070899,490280.8092070413,40,FALSE,7,667367.2807354087,4117083.9494396835,667367.2807354087,333683.6403677043,TRUE
TCD,2025,Chad_Logone Occidental_Ngourkosso,0.5993783602522906,0.9829834936127976,0.9931832860911762,267085.4515012422,41,FALSE,8,363555.10585996025,4480639.055299643,363555.10585996025,181777.55292998013,TRUE
TCD,2025,Chad_Mayo-Kebbi Ouest_Lac Léré,0.5961274356536005,0.9829667807357712,0.9915001297016945,408407.99317420105,42,FALSE,9,555922.4973053616,5036561.552605005,555922.4973053616,277961.2486526808,TRUE
NER,2025,Niger_Maradi_Dakoro,0.5592993013142781,0.9829624656158679,0.9924804304526216,1045558.2387756136,15,FALSE,10,1423207.5691290654,6459769.121734071,1423207.5691290654,711603.7845645327,TRUE
