cntry_code,year,district,pop,hr_pop,cases,incidence,index,hr_prop,hr_district,hr_level,cntry_rank,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
SOM,2018,Somalia_Hiiraan_Jalalaqsi,75784.72290253095,44800.29982679414,721.8596898466316,0.009525134647190535,34,0.5911521228943882,TRUE,1,1,FALSE,1,103157.70777679088,103157.70777679088,103157.70777679088,51578.85388839544,TRUE
SOM,2018,Somalia_Nugaal_Garoowe,90019.98842967235,75484.05941010705,717.5098940614428,0.007970561944939525,49,0.8385255400146888,TRUE,1,1,FALSE,2,122534.66536311775,225692.37313990862,122534.66536311775,61267.33268155887,TRUE
SOM,2018,Somalia_Jubbada Dhexe_Saakow,101236.46306524158,57025.34536818881,750.0326166445107,0.007408720079060387,37,0.5632885982142518,TRUE,1,1,FALSE,3,137802.46299338652,363494.83613329515,137802.46299338652,68901.23149669326,TRUE
SOM,2018,Somalia_Jubbada Dhexe_Bu'aale,90593.54114681126,30148.254147189815,558.0003662598176,0.006159383540991634,35,0.3327859112862483,TRUE,1,1,FALSE,4,123315.3818627386,486810.2179960337,123315.3818627386,61657.6909313693,TRUE
SOM,2018,Somalia_Shabeellaha Hoose_Baraawe,37836.74650840074,14026.414404500083,165.46445839454498,0.004373115388179784,58,0.37070878706195987,TRUE,1,1,FALSE,5,51503.15116356735,538313.3691596012,51503.15116356735,25751.575581783676,TRUE
SOM,2018,Somalia_Galguduud_Cadaado,73747.02823132255,45703.24774904468,312.63435571993506,0.004239280730598307,22,0.6197300263501758,TRUE,1,1,FALSE,6,100384.01007915345,638697.3792387545,100384.01007915345,50192.005039576725,TRUE
SOM,2018,Somalia_Jubbada Hoose_Kismaayo,236931.92982755176,43667.235984581195,983.1042011514369,0.004149310740291434,41,0.18430287558272074,TRUE,1,1,FALSE,7,322510.3140058516,961207.6932446061,322510.3140058516,161255.1570029258,TRUE
SOM,2018,Somalia_Bari_Bosaaso,312546.9527106483,227598.248614452,1274.535404095206,0.004077900593947411,12,0.728204983732986,TRUE,1,1,FALSE,8,425437.0271396054,1386644.7203842115,425437.0271396054,212718.5135698027,TRUE
SOM,2018,Somalia_Banaadir_Mogadisho,1306266.0266578665,801895.2081031775,5257.3704434279325,0.004024731820423381,10,0.6138835365372383,TRUE,1,1,FALSE,9,1778081.4377329033,3164726.1581171146,1778081.4377329033,889040.7188664516,TRUE
SOM,2018,Somalia_Jubbada Dhexe_Jilib,167691.8290405812,95485.1005930786,674.8955762570687,0.004024618135053825,36,0.5694081884572405,TRUE,1,1,FALSE,10,228261.10638383203,3392987.2645009467,228261.10638383203,114130.55319191601,TRUE
SOM,2018,Somalia_Jubbada Hoose_Afmadow,85962.7118317465,13579.95605768295,312.8196463409927,0.0036390155647168243,38,0.15797496110014292,TRUE,1,1,FALSE,11,117011.9249264107,3509999.1894273576,117011.9249264107,58505.96246320535,TRUE
SOM,2018,Somalia_Bakool_Tiyeeglow,120798.28944241024,22771.07937159,427.8172757657178,0.0035415838894778118,7,0.18850498195544363,TRUE,1,1,FALSE,12,164429.90308565466,3674429.0925130122,164429.90308565466,82214.95154282733,TRUE
SOM,2018,Somalia_Jubbada Hoose_Jamaame,191478.74799677846,111382.77727362247,673.052929475371,0.0035150267928777917,40,0.5816978564926507,TRUE,1,1,FALSE,13,260639.71701422936,3935068.8095272416,260639.71701422936,130319.85850711468,TRUE
SOM,2018,Somalia_Gedo_Luuk,93159.95789550971,33896.31767563282,219.72827129801578,0.0023586128231666646,31,0.36385071914321476,TRUE,1,1,FALSE,14,126808.77286366888,4061877.5823909105,126808.77286366888,63404.38643183444,TRUE
SOM,2018,Somalia_Shabeellaha Hoose_Marka,274486.5110377678,116922.9502112579,491.05673860316875,0.0017890013492706828,60,0.4259697490022377,TRUE,1,1,FALSE,15,373629.3834671961,4435506.9658581065,373629.3834671961,186814.69173359804,TRUE
SOM,2018,Somalia_Bay_Diinsoor,112715.85353789771,36606.63543936189,171.47803801916027,0.0015213302533481268,19,0.3247691810012678,TRUE,1,1,FALSE,16,153428.14007552032,4588935.105933627,153428.14007552032,76714.07003776016,TRUE
SOM,2018,Somalia_Bay_Baydhabo,510253.83756675635,205411.78505788956,754.035432010519,0.0014777653326553744,17,0.402567839641217,TRUE,1,1,FALSE,17,694554.4464864657,5283489.552420093,694554.4464864657,347277.2232432329,TRUE
SOM,2018,Somalia_Shabeellaha Hoose_Afgooye,575216.7404537926,92852.66446625751,762.6846853845831,0.0013259083607039942,57,0.16142204831000811,TRUE,1,1,FALSE,18,782981.5581217731,6066471.110541865,782981.5581217731,391490.77906088653,TRUE
SOM,2018,Somalia_Gedo_Dolow,18120.10656927163,5959.718414991332,21.543544181886777,0.0011889303244176648,29,0.3289008479176342,TRUE,1,1,FALSE,19,24664.979784399336,6091136.090326265,24664.979784399336,12332.489892199668,TRUE
SOM,2018,Somalia_Bay_Buur Xakaba,184720.119382414,50177.395555486895,178.47132781556667,9.661715703317036e-4,18,0.2716401208663573,TRUE,1,1,FALSE,20,251439.91250390396,6342576.002830169,251439.91250390396,125719.95625195198,TRUE
SOM,2018,Somalia_Shabeellaha Hoose_Kuntuwaaray,83184.40538093056,19866.28181633044,75.81424483656745,9.113997327911096e-4,59,0.23882218939181893,TRUE,1,1,FALSE,21,113230.11094081028,6455806.113770979,113230.11094081028,56615.05547040514,TRUE
SOM,2018,Somalia_Mudug_Gaalkacayo,233754.93881833498,141217.6192227179,212.74230630544523,9.10108284260809e-4,42,0.604126783102823,TRUE,1,1,FALSE,22,318185.8130037197,6773991.926774699,318185.8130037197,159092.90650185986,TRUE
SOM,2018,Somalia_Gedo_Baar-Dheere,158158.8256819628,97802.9730546715,117.70261019295464,7.442051348410968e-4,26,0.6183845424557007,TRUE,1,1,FALSE,23,215284.8397031673,6989276.766477866,215284.8397031673,107642.41985158365,TRUE
COD,2018,Democratic Republic of the Congo_Kivu_Sud-Kivu,5295397.4149655895,982686.1377092195,5352.558629641947,0.001010794508928605,33,0.18557363323326795,TRUE,1,2,FALSE,24,7208063.026073964,14197339.79255183,7208063.026073964,3604031.513036982,TRUE
COD,2018,Democratic Republic of the Congo_Katanga_Haut-Lomami,3452399.704070776,114401.67890146293,1846.0216977305436,5.347068288627971e-4,23,0.033136858042992594,TRUE,1,2,FALSE,25,4699385.656648201,18896725.44920003,4699385.656648201,2349692.8283241005,TRUE
COD,2018,Democratic Republic of the Congo_Bandundu_Mai-Ndombe,1797213.7929983616,143621.72817597212,927.2674992170596,5.159472416857336e-4,10,0.0799135465883346,TRUE,1,2,FALSE,26,2446356.576496123,21343082.025696155,2446356.576496123,1223178.2882480614,TRUE
COD,2018,Democratic Republic of the Congo_Kivu_Nord-Kivu,6280959.641462271,733637.010486314,2929.9510369891136,4.664814302654859e-4,32,0.11680333139595143,TRUE,1,2,FALSE,27,8549604.385109436,29892686.41080559,0,0,FALSE
COD,2018,Democratic Republic of the Congo_Orientale_Ituri,4953317.960322738,201009.94647477474,1124.1707001776242,2.269530664460672e-4,36,0.04058086884082801,TRUE,1,2,FALSE,28,6742426.535407152,36635112.94621274,0,0,FALSE
GHA,2018,Ghana_Volta_North Tongu,176236.89275935345,25630.43738564979,1605.7465054320069,0.009111296053231084,122,0.1454317367059316,TRUE,1,3,FALSE,29,239892.59558474756,36875005.54179749,0,0,FALSE
GHA,2018,Ghana_Greater Accra_Dangbe East,158435.4241813432,36652.544367361515,960.569901620521,0.006062848044141093,71,0.231340589118564,TRUE,1,3,FALSE,30,215661.3439124296,37090666.88570992,0,0,FALSE
GHA,2018,Ghana_Central_Komenda-Edina-Eguafo-Abirem,139430.81101743373,94865.29635800984,726.455707536506,0.005210151918614844,49,0.6803754182147614,TRUE,1,3,FALSE,31,189792.3790856406,37280459.26479556,0,0,FALSE
GHA,2018,Ghana_Brong Ahafo_Atebubu-Amantin,109257.1787160059,14870.11256526199,216.65123945739532,0.001982947409071771,25,0.13610192703139565,TRUE,1,3,FALSE,32,148720.21276633776,37429179.4775619,0,0,FALSE
GHA,2018,Ghana_Greater Accra_Ga West,425292.14421191637,362916.6786046313,732.4943618298655,0.001722332217509466,74,0.8533350158092636,TRUE,1,3,FALSE,33,578905.1018739358,38008084.57943583,0,0,FALSE
GHA,2018,Ghana_Central_Awutu Efutu Senya,384356.2088361934,126088.20226645307,468.2350982158158,0.0012182321696678259,46,0.3280503849495245,TRUE,1,3,FALSE,34,523183.3535145787,38531267.932950415,0,0,FALSE
GHA,2018,Ghana_Greater Accra_Accra,2375015.57524619,1845071.9519459847,2718.5889139482365,0.001144661509710913,70,0.7768673061248146,TRUE,1,3,FALSE,35,3232856.8779182164,41764124.81086863,0,0,FALSE
GHA,2018,Ghana_Eastern_Akwapim South,204917.8046446155,73151.4806148302,186.3216017974113,9.092504290710357e-4,55,0.3569796228380214,TRUE,1,3,FALSE,36,278932.8798757777,42043057.69074441,0,0,FALSE
GHA,2018,Ghana_Brong Ahafo_Pru,176024.96328925202,30210.490740187783,111.16448067551153,6.315267936902855e-4,33,0.17162617264998128,TRUE,1,3,FALSE,37,239604.11846813752,42282661.80921254,0,0,FALSE
