cntry_code,year,district,incidence,cases,pop,index,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
TCD,2022,Chad_Mayo-Kebbi Est_Kabbia,0.0015440560824791028,534.405335606291,346104.8738257366,32,FALSE,1,471115.8669822891,471115.8669822891,471115.8669822891,235557.93349114456,TRUE
SOM,2022,Somalia_Bay_Diinsoor,0.0015214334725700406,189.99249700132026,124877.29527889282,19,FALSE,2,169982.2212308417,641098.0882131308,169982.2212308417,84991.11061542085,TRUE
ZMB,2022,Zambia_Northern_Kaputa,0.0014834949392721715,277.7437299840923,187222.56654300302,48,FALSE,3,254846.22848728378,895944.3167004146,254846.22848728378,127423.11424364189,TRUE
SOM,2022,Somalia_Bay_Baydhabo,0.0014778134699964785,835.4871119359468,565353.5638282805,17,FALSE,4,769555.8615814025,1665500.1782818171,769555.8615814025,384777.93079070124,TRUE
KEN,2022,Kenya_Garissa_Fafi,0.0013982270447400044,215.4582306504564,154093.88014699725,41,FALSE,5,209751.66035561118,1875251.8386374284,209751.66035561118,104875.83017780559,TRUE
AGO,2022,Angola_Cunene_Namakunde,0.0013929857166274048,294.76953132619747,211609.87353113134,66,FALSE,6,288042.08368596015,2163293.9223233885,288042.08368596015,144021.04184298008,TRUE
CMR,2022,Cameroon_Sud-Ouest_Fako,0.00136872938938186,953.5310041724991,696654.1462247178,49,FALSE,7,948281.4224994564,3111575.344822845,948281.4224994564,474140.7112497282,TRUE
TZA,2022,Tanzania_Simiyu_Lake Victoria,0.0013543343980777919,56.516023212047244,41729.740669852654,152,FALSE,8,56802.271338491126,3168377.616161336,56802.271338491126,28401.135669245563,TRUE
SOM,2022,Somalia_Shabeellaha Hoose_Afgooye,0.0013259012570662498,845.0602621788621,637347.8097823675,57,FALSE,9,867553.9949953612,4035931.6111566974,867553.9949953612,433776.9974976806,TRUE
TCD,2022,Chad_Mayo-Kebbi Est_Mont Illi,0.001325387383856367,512.9801260862873,387041.6546396516,34,FALSE,10,526838.7661470145,4562770.377303712,526838.7661470145,263419.3830735072,TRUE
KEN,2022,Kenya_West Pokot_Sigor,0.0012329530861728477,129.61807769596106,105128.15057570642,300,FALSE,11,143099.80456286678,4705870.181866579,143099.80456286678,71549.90228143339,TRUE
GHA,2022,Ghana_Central_Awutu Efutu Senya,0.0012182323016477414,516.0351463183667,423593.3865982657,46,FALSE,12,576592.7632550038,5282462.945121583,576592.7632550038,288296.3816275019,TRUE
NER,2022,Niger_Tillabéry_Tillabéry,0.0012064119943030226,572.035797449517,474162.88975143834,31,FALSE,13,645427.6659754605,5927890.611097042,645427.6659754605,322713.8329877303,TRUE
SOM,2022,Somalia_Gedo_Dolow,0.0011892402045701903,23.877568830563234,20078.00336618535,29,FALSE,14,27330.057096787255,5955220.66819383,27330.057096787255,13665.028548393628,TRUE
TCD,2022,Chad_Tandjilé_Tandjilé Est,0.0011764214891268135,484.4108810427026,411766.4336463724,49,FALSE,15,560493.9862221922,6515714.654416022,560493.9862221922,280246.9931110961,TRUE
SDN,2022,Sudan_South Kurdufan_Talodi,0.0011735216882049083,345.2771011530824,294223.0251246909,70,FALSE,16,400494.60741648544,6916209.261832507,400494.60741648544,200247.30370824272,TRUE
NGA,2022,Nigeria_Gombe_Gombe,0.0011662759880243343,4.239681419476662,3635.229965300633,288,FALSE,17,4948.253105632092,6921157.514938139,4948.253105632092,2474.126552816046,TRUE
GHA,2022,Ghana_Northern_Bole,0.0011621501088100294,88.01919973278964,75738.23645115511,76,FALSE,18,103094.4306995259,7024251.945637666,103094.4306995259,51547.21534976295,TRUE
CMR,2022,Cameroon_Extrême-Nord_Mayo Danay,0.0011478002468032743,1021.6365642277758,890082.1959858646,22,FALSE,19,1211574.5173196073,8235826.462957273,1211574.5173196073,605787.2586598037,TRUE
GHA,2022,Ghana_Greater Accra_Accra,0.001144661538209038,2996.123687915786,2617475.6361636687,70,FALSE,20,3562892.0506249424,11798718.513582215,3562892.0506249424,1781446.0253124712,TRUE
SSD,2022,South Sudan_Jungoli_Fam al Zaraf,0.0011178943683020225,264.0120101138998,236169.01345957172,12,FALSE,21,321471.83684670913,12120190.350428924,321471.83684670913,160735.91842335457,TRUE
SOM,2022,Somalia_Hiiraan_Buulo Burdo,0.0011048006891139252,259.9434542312946,235285.38386392125,33,FALSE,22,320269.0455700521,12440459.395998977,320269.0455700521,160134.52278502606,TRUE
TCD,2022,Chad_Salamat_Barh Azoum,0.0011016244022221482,323.3661176850462,293535.7250917521,44,FALSE,23,399559.0587565785,12840018.454755556,399559.0587565785,199779.52937828924,TRUE
MOZ,2022,Mozambique_Nassa_Lichinga,0.0010951185457462717,463.6520331183722,423380.67866654124,77,FALSE,24,576303.2265011272,13416321.681256682,576303.2265011272,288151.6132505636,TRUE
SLE,2022,Sierra Leone_Northern_Bombali,0.0010802803911863458,689.6159720483016,638367.5735250337,4,FALSE,25,868942.0912519459,14285263.772508629,868942.0912519459,434471.04562597297,TRUE
MOZ,2022,Mozambique_Tete_Moatize,0.0010278369966659835,451.1390150902304,438920.7788332191,110,FALSE,26,597456.3171296697,14882720.089638298,597456.3171296697,298728.15856483486,TRUE
