alloc_strategy,mean_costper,median_costper,q025_costper,q975_costper,plot_alloc_strategy
allDistrict,21213.376138420303,24488.37055516871,11952.68710866669,27263.099515198923,untargeted
hrDistrict2,2003.3841268258657,2301.8903963156326,1110.6569611300133,2629.4187789025295,case-logistics optimized
hrDistrict2Incid,2000.7652241342007,2298.7594029619777,1109.0096555484656,2626.1806405000534,rate-logistics optimized
optimumDistrict,2025.348083176716,2324.126968171593,1119.013550022015,2681.3707854934423,case optimized
optimumDistrictIncid,1488.74614719957,1708.5542700162364,826.0328183578812,1969.2500776555771,rate optimized
optimumSan,13453.079387891095,15340.35726270427,7356.377395409699,18279.91137816464,sanitation optimized
optimumWash,7429.496418194423,8481.56425437499,4073.8808197255566,10071.803348092586,watsan optimized
optimumWat,4670.396818827871,5387.510374596661,2611.348263000183,6065.583987268545,water optimized
