alloc_strategy,median,mean,ci_lower,ci_upper
allDistrict,2.7327050380352462,2.732581816848525,2.7295530248941264,2.7348118742795617
hrDistrict2,25.357874232947225,25.293769743849925,24.694724303094784,26.010745257552475
hrDistrict2Incid,25.41035447248604,25.344527750920395,24.760587976515406,26.06243949142243
optimumDistrict,28.76557654790521,28.446642888392102,26.78755068998341,29.48390451248836
optimumDistrictIncid,34.15520255707685,34.02952156316649,33.159816812911764,34.819247054800655
optimumSan,4.541179750496999,4.507887611015659,4.290554496425255,4.634452127989417
optimumWash,8.170866577311067,8.116048681291202,7.791834918954504,8.309713565982896
optimumWat,11.2629468505109,11.24684745080644,11.054519312437836,11.428370871009227
