alloc_strategy,mean_costper,median_costper,q025_costper,q975_costper,plot_alloc_strategy
allDistrict,21413.812171254012,24720.147335976453,12064.401827596395,27520.95391569897,untargeted
hrDistrict2,3015.797456686681,3494.2914503061165,1659.3162615674528,3950.2473908572138,case-logistics optimized
hrDistrict2Incid,3017.19050491666,3495.8038304892957,1660.087037031544,3952.3698079464275,rate-logistics optimized
optimumDistrict,2499.6662498701103,2908.135694012498,1353.0755951038532,3278.6369527621828,case optimized
optimumDistrictIncid,2198.803665777174,2552.0718794963095,1215.7248502833409,2893.173169089665,rate optimized
optimumSan,17230.05174414866,19640.255472855115,9476.940759376559,23202.33047969695,sanitation optimized
optimumWash,9653.108286704937,11067.408656084557,5345.969217522919,12756.271030837923,watsan optimized
optimumWat,6133.679126066361,7095.103108427185,3441.820152395532,7902.107716132004,water optimized
