alloc_strategy,median,mean,ci_lower,ci_upper
allDistrict,2.7123278488551783,2.712205560792484,2.7091993224113886,2.7144190009819362
hrDistrict2,16.211015044504705,16.172136518077174,15.795480529724497,16.634785866071137
hrDistrict2Incid,16.23841701055524,16.20091406610533,15.834874326606167,16.663515006835958
optimumDistrict,18.442554853565746,18.245438972263173,17.180495308257292,18.912099615831043
optimumDistrictIncid,21.79922763861404,21.71646903762716,21.162109085742305,22.212388442204986
optimumSan,2.9011699858252573,2.8793498542018807,2.736200904769454,2.9634751296950794
optimumWash,5.221261000299976,5.185209515395138,4.974451395237259,5.310909873667574
optimumWat,7.186967929539876,7.177097892536931,7.055504325677661,7.293847743306083
